[1200, 825]
[section-title, [336.0, 268.0, 149.0, 30.0], shoonya_0sPHZ3W6GNBPO4, 5691274]
[paragraph, [139.0, 316.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [139.0, 334.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [139.0, 352.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [139.0, 370.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [139.0, 388.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [139.0, 406.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [139.0, 424.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [139.0, 442.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [139.0, 460.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [139.0, 478.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [139.0, 496.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [139.0, 514.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [139.0, 532.0, 550.0, 18.0], ZM63umA6pP, 5691274]
[paragraph, [141.0, 557.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 575.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 593.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 611.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 629.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 647.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 665.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 683.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 701.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 719.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 737.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 755.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 773.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [141.0, 791.0, 547.0, 18.0], 56-onvDCF5, 5691274]
[paragraph, [135.0, 822.0, 551.0, 18.0], id6feBTw6x, 5691274]
[paragraph, [135.0, 840.0, 551.0, 18.0], id6feBTw6x, 5691274]
[paragraph, [135.0, 858.0, 551.0, 18.0], id6feBTw6x, 5691274]
[paragraph, [135.0, 876.0, 551.0, 18.0], id6feBTw6x, 5691274]
[paragraph, [135.0, 894.0, 551.0, 18.0], id6feBTw6x, 5691274]
[paragraph, [135.0, 912.0, 551.0, 18.0], id6feBTw6x, 5691274]
[paragraph, [135.0, 930.0, 551.0, 18.0], id6feBTw6x, 5691274]
[paragraph, [135.0, 948.0, 551.0, 18.0], id6feBTw6x, 5691274]
[paragraph, [135.0, 966.0, 551.0, 18.0], id6feBTw6x, 5691274]
[paragraph, [135.0, 984.0, 551.0, 18.0], id6feBTw6x, 5691274]
[paragraph, [135.0, 1002.0, 551.0, 18.0], id6feBTw6x, 5691274]
[paragraph, [135.0, 1020.0, 551.0, 18.0], id6feBTw6x, 5691274]
[paragraph, [135.0, 1038.0, 551.0, 18.0], id6feBTw6x, 5691274]
