[1241, 827]
[folio, [141.0, 53.0, 309.0, 18.0], fqwb7Lf9Xh, 6477438]
[paragraph, [80.0, 141.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [80.0, 159.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [80.0, 177.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [80.0, 195.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [80.0, 213.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [80.0, 231.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [80.0, 249.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [80.0, 267.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [80.0, 285.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [80.0, 303.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [80.0, 321.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [80.0, 339.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [80.0, 357.0, 636.0, 18.0], shoonya_2sA68GHQ1MVNVS, 6477438]
[paragraph, [81.0, 411.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 429.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 447.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 465.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 483.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 501.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 519.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 537.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 555.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 573.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 591.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 609.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 627.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 645.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [81.0, 663.0, 635.0, 18.0], shoonya_1sEHV308MDHF35, 6477438]
[paragraph, [80.0, 709.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 727.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 745.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 763.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 781.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 799.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 817.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 835.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 853.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 871.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 889.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 907.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 925.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 943.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 961.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 979.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 997.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 1015.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 1033.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [80.0, 1051.0, 634.0, 18.0], shoonya_0sI5JEH0BW1NKY, 6477438]
[paragraph, [82.0, 1099.0, 633.0, 18.0], shoonya_4sW7DMI8JHFPQF, 6477438]
[paragraph, [82.0, 1117.0, 633.0, 18.0], shoonya_4sW7DMI8JHFPQF, 6477438]
[paragraph, [82.0, 1135.0, 633.0, 18.0], shoonya_4sW7DMI8JHFPQF, 6477438]
[paragraph, [82.0, 1153.0, 633.0, 18.0], shoonya_4sW7DMI8JHFPQF, 6477438]
