[1200, 825]
[paragraph, [144.0, 107.0, 536.0, 18.0], shoonya_2sDGO4C77IMSI9, 5690810]
[paragraph, [144.0, 125.0, 536.0, 18.0], shoonya_2sDGO4C77IMSI9, 5690810]
[paragraph, [144.0, 143.0, 536.0, 18.0], shoonya_2sDGO4C77IMSI9, 5690810]
[paragraph, [144.0, 161.0, 536.0, 18.0], shoonya_2sDGO4C77IMSI9, 5690810]
[paragraph, [144.0, 179.0, 536.0, 18.0], shoonya_2sDGO4C77IMSI9, 5690810]
[paragraph, [144.0, 197.0, 536.0, 18.0], shoonya_2sDGO4C77IMSI9, 5690810]
[paragraph, [144.0, 215.0, 536.0, 18.0], shoonya_2sDGO4C77IMSI9, 5690810]
[paragraph, [145.0, 232.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 250.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 268.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 286.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 304.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 322.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 340.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 358.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 376.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 394.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 412.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 430.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 448.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 466.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 484.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 502.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 520.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 538.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 556.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [145.0, 574.0, 537.0, 18.0], shoonya_1sZYOYOVPLR75S, 5690810]
[paragraph, [143.0, 602.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 620.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 638.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 656.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 674.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 692.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 710.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 728.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 746.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 764.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 782.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 800.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 818.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 836.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 854.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 872.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 890.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 908.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 926.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 944.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 962.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 980.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
[paragraph, [143.0, 998.0, 538.0, 18.0], shoonya_0sUR7P3F0BDFLX, 5690810]
