[1034, 680]
[folio, [241.0, 59.0, 208.0, 18.0], shoonya_2sEVK2HFV29VX0, 5739880]
[folio, [241.0, 77.0, 208.0, 18.0], shoonya_2sEVK2HFV29VX0, 5739880]
[paragraph, [54.0, 117.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 135.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 153.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 171.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 189.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 207.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 225.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 243.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 261.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 279.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 297.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 315.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 333.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 351.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[paragraph, [54.0, 369.0, 567.0, 18.0], cUqxtNm5lq, 5739880]
[section-title, [66.0, 435.0, 322.0, 30.0], shoonya_1s1YLZ1B5GFS7K, 5739880]
[paragraph, [63.0, 479.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 497.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 515.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 533.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 551.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 569.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 587.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 605.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 623.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 641.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 659.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 677.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 695.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 713.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 731.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 749.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 767.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [63.0, 785.0, 614.0, 18.0], r7Fo0b9Vom, 5739880]
[paragraph, [61.0, 830.0, 553.0, 18.0], shoonya_0sVMUPP78SKZG3, 5739880]
[paragraph, [61.0, 848.0, 553.0, 18.0], shoonya_0sVMUPP78SKZG3, 5739880]
[paragraph, [61.0, 866.0, 553.0, 18.0], shoonya_0sVMUPP78SKZG3, 5739880]
[paragraph, [61.0, 884.0, 553.0, 18.0], shoonya_0sVMUPP78SKZG3, 5739880]
[paragraph, [61.0, 902.0, 553.0, 18.0], shoonya_0sVMUPP78SKZG3, 5739880]
[paragraph, [61.0, 920.0, 553.0, 18.0], shoonya_0sVMUPP78SKZG3, 5739880]
[paragraph, [61.0, 938.0, 553.0, 18.0], shoonya_0sVMUPP78SKZG3, 5739880]
