[2338, 1654]
[paragraph, [178.0, 182.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 218.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 254.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 290.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 326.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 362.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 398.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 434.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 470.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 506.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 542.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 578.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 614.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 650.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 686.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 722.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 758.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 794.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 830.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 866.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 902.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 938.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [178.0, 974.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [187.0, 1039.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
