[2339, 1654]
[folio, [1297.0, 53.0, 244.0, 36.0], 2xQ0rvuFAo, 5750660]
[paragraph, [79.0, 95.0, 1463.0, 36.0], shoonya_3sCZ877DE08691, 5750660]
[paragraph, [79.0, 131.0, 1463.0, 36.0], shoonya_3sCZ877DE08691, 5750660]
[paragraph, [79.0, 167.0, 1463.0, 36.0], shoonya_3sCZ877DE08691, 5750660]
[paragraph, [79.0, 203.0, 1463.0, 36.0], shoonya_3sCZ877DE08691, 5750660]
[paragraph, [79.0, 239.0, 1463.0, 36.0], shoonya_3sCZ877DE08691, 5750660]
[paragraph, [79.0, 275.0, 1463.0, 36.0], shoonya_3sCZ877DE08691, 5750660]
[paragraph, [79.0, 311.0, 1463.0, 36.0], shoonya_3sCZ877DE08691, 5750660]
[paragraph, [79.0, 347.0, 1463.0, 36.0], shoonya_3sCZ877DE08691, 5750660]
[paragraph, [79.0, 383.0, 1463.0, 36.0], shoonya_3sCZ877DE08691, 5750660]
[paragraph, [254.0, 437.0, 1154.0, 36.0], shoonya_4sSS8X62542CAV, 5750660]
[paragraph, [254.0, 473.0, 1154.0, 36.0], shoonya_4sSS8X62542CAV, 5750660]
[paragraph, [254.0, 509.0, 1154.0, 36.0], shoonya_4sSS8X62542CAV, 5750660]
[paragraph, [254.0, 545.0, 1154.0, 36.0], shoonya_4sSS8X62542CAV, 5750660]
[paragraph, [254.0, 581.0, 1154.0, 36.0], shoonya_4sSS8X62542CAV, 5750660]
[paragraph, [254.0, 617.0, 1154.0, 36.0], shoonya_4sSS8X62542CAV, 5750660]
[paragraph, [254.0, 653.0, 1154.0, 36.0], shoonya_4sSS8X62542CAV, 5750660]
[paragraph, [254.0, 689.0, 1154.0, 36.0], shoonya_4sSS8X62542CAV, 5750660]
[reference, [907.0, 779.0, 478.0, 36.0], shoonya_1sEIACI52N16NP, 5750660]
[paragraph, [107.0, 847.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 883.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 919.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 955.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 991.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1027.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1063.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1099.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1135.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1171.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1207.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1243.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1279.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1315.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1351.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1387.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1423.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1459.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1495.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1531.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1567.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1603.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1639.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1675.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1711.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
