[1650, 1275]
[section-title, [267.0, 121.0, 283.0, 49.5], RHUZS3zAY8, 5714255]
[paragraph, [271.0, 181.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 217.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 253.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 289.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 325.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 361.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 397.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 433.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 469.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 505.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 541.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 577.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 613.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 649.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [271.0, 685.0, 818.0, 36.0], shoonya_1s1LPDLWOKMBJE, 5714255]
[paragraph, [272.0, 746.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 782.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 818.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 854.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 890.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 926.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 962.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 998.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 1034.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 1070.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 1106.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 1142.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 1178.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 1214.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 1250.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 1286.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 1322.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 1358.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 1394.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
[paragraph, [272.0, 1430.0, 811.0, 36.0], XNXjcZngwQ, 5714255]
