[554, 326]
[paragraph, [20.0, 44.0, 289.0, 18.0], shoonya_0sWP4MWJP40SVQ, 5680741]
[paragraph, [20.0, 62.0, 289.0, 18.0], shoonya_0sWP4MWJP40SVQ, 5680741]
[paragraph, [18.0, 88.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 106.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 124.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 142.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 160.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 178.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 196.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 214.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 232.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 250.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 268.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 286.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 304.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 322.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 340.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 358.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 376.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 394.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 412.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 430.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 448.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 466.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 484.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
[paragraph, [18.0, 502.0, 293.0, 18.0], DSsA2VTZ0z, 5680741]
