[3968, 2806]
[paragraph, [176.0, 251.0, 1140.0, 52.5], shoonya_0sEWBJ0AAQRFG6, 5684171]
[paragraph, [176.0, 303.5, 1140.0, 52.5], shoonya_0sEWBJ0AAQRFG6, 5684171]
[paragraph, [176.0, 356.0, 1140.0, 52.5], shoonya_0sEWBJ0AAQRFG6, 5684171]
[paragraph, [1404.0, 254.0, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 306.5, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 359.0, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 411.5, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 464.0, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 516.5, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 569.0, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 621.5, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 674.0, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 726.5, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 779.0, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 831.5, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 884.0, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 936.5, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 989.0, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 1041.5, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [1404.0, 1094.0, 1142.0, 52.5], shoonya_6sYPG2HJZ4TYB4, 5684171]
[paragraph, [188.0, 533.0, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 585.5, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 638.0, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 690.5, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 743.0, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 795.5, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 848.0, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 900.5, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 953.0, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 1005.5, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 1058.0, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 1110.5, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 1163.0, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 1215.5, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 1268.0, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 1320.5, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [188.0, 1373.0, 1141.0, 52.5], shoonya_1sXKT71KHMEAWF, 5684171]
[paragraph, [1403.0, 1275.0, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1327.5, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1380.0, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1432.5, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1485.0, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1537.5, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1590.0, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1642.5, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1695.0, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1747.5, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1800.0, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1852.5, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1905.0, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 1957.5, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
