[1755, 1240]
[paragraph, [210.0, 140.0, 893.0, 36.0], shoonya_2sNHPEQHOTB064, 5693365]
[paragraph, [210.0, 176.0, 893.0, 36.0], shoonya_2sNHPEQHOTB064, 5693365]
[paragraph, [210.0, 212.0, 893.0, 36.0], shoonya_2sNHPEQHOTB064, 5693365]
[paragraph, [210.0, 248.0, 893.0, 36.0], shoonya_2sNHPEQHOTB064, 5693365]
[paragraph, [210.0, 284.0, 893.0, 36.0], shoonya_2sNHPEQHOTB064, 5693365]
[paragraph, [210.0, 320.0, 893.0, 36.0], shoonya_2sNHPEQHOTB064, 5693365]
[paragraph, [210.0, 356.0, 893.0, 36.0], shoonya_2sNHPEQHOTB064, 5693365]
[paragraph, [215.0, 450.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 486.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 522.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 558.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 594.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 630.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 666.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 702.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 738.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 774.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 810.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 846.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 882.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 918.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 954.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 990.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[paragraph, [215.0, 1026.0, 885.0, 36.0], shoonya_0sZ3VPTFDS5ENP, 5693365]
[section-title, [212.0, 1103.0, 660.0, 49.5], fJdPfPSGYr, 5693365]
[paragraph, [214.0, 1192.0, 891.0, 36.0], shoonya_1sDKBJ3X7JNUYQ, 5693365]
[paragraph, [214.0, 1228.0, 891.0, 36.0], shoonya_1sDKBJ3X7JNUYQ, 5693365]
[paragraph, [214.0, 1264.0, 891.0, 36.0], shoonya_1sDKBJ3X7JNUYQ, 5693365]
[paragraph, [214.0, 1300.0, 891.0, 36.0], shoonya_1sDKBJ3X7JNUYQ, 5693365]
[paragraph, [214.0, 1336.0, 891.0, 36.0], shoonya_1sDKBJ3X7JNUYQ, 5693365]
[paragraph, [214.0, 1372.0, 891.0, 36.0], shoonya_1sDKBJ3X7JNUYQ, 5693365]
[paragraph, [214.0, 1408.0, 891.0, 36.0], shoonya_1sDKBJ3X7JNUYQ, 5693365]
[paragraph, [214.0, 1444.0, 891.0, 36.0], shoonya_1sDKBJ3X7JNUYQ, 5693365]
[paragraph, [214.0, 1480.0, 891.0, 36.0], shoonya_1sDKBJ3X7JNUYQ, 5693365]
