[842, 595]
[section-title, [221.0, 65.0, 318.0, 30.0], rH3ZvqAF1y, 5742269]
[unordered-list, [221.0, 101.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 119.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 137.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 155.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 173.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 191.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 209.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 227.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 245.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 263.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 281.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 299.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 317.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 335.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 353.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 371.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 389.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 407.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 425.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 443.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 461.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 479.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 497.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 515.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 533.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 551.0, 320.0, 18.0], LTlBM68via, 5742269]
