[1650, 1275]
[chapter-title, [96.0, 15.0, 396.0, 58.5], shoonya_0s2R6S2N7BRUS7, 5774638]
[section-title, [140.0, 130.0, 266.0, 49.5], lBvyS68SEY, 5774638]
[ordered-list, [119.0, 205.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 241.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 277.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 313.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 349.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 385.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 421.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 457.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 493.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 529.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 565.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 601.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 637.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 673.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 709.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 745.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 781.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 817.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 853.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 889.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 925.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 961.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 997.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 1033.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 1069.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 1105.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 1141.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 1177.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 1213.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 1249.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 1285.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 1321.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 1357.0, 999.0, 36.0], g077GEPLzv, 5774638]
[ordered-list, [119.0, 1393.0, 999.0, 36.0], g077GEPLzv, 5774638]
[sub-ordered-list, [151.0, 1224.0, 967.0, 36.0], U1YW7QV9SC, 5774638]
[sub-ordered-list, [151.0, 1260.0, 967.0, 36.0], U1YW7QV9SC, 5774638]
[sub-ordered-list, [151.0, 1296.0, 967.0, 36.0], U1YW7QV9SC, 5774638]
[sub-ordered-list, [151.0, 1332.0, 967.0, 36.0], U1YW7QV9SC, 5774638]
[sub-ordered-list, [151.0, 1368.0, 967.0, 36.0], U1YW7QV9SC, 5774638]
