[2078, 1512]
[folio, [71.0, 28.0, 203.0, 36.0], UDlibyDSt1, 5712407]
[section-title, [194.0, 101.0, 454.0, 52.5], IIOep5OG0S, 5712407]
[section-title, [747.0, 113.0, 596.0, 52.5], f3ZXBBH4Im, 5712407]
[paragraph, [749.0, 175.0, 666.0, 36.0], o76oI8ScqX, 5712407]
[paragraph, [749.0, 211.0, 666.0, 36.0], o76oI8ScqX, 5712407]
[paragraph, [749.0, 247.0, 666.0, 36.0], o76oI8ScqX, 5712407]
[paragraph, [69.0, 190.0, 668.0, 36.0], UFeSwD1OuV, 5712407]
[paragraph, [69.0, 226.0, 668.0, 36.0], UFeSwD1OuV, 5712407]
[paragraph, [257.0, 277.0, 484.0, 36.0], qNOLk5kAV4, 5712407]
[paragraph, [257.0, 313.0, 484.0, 36.0], qNOLk5kAV4, 5712407]
[paragraph, [257.0, 349.0, 484.0, 36.0], qNOLk5kAV4, 5712407]
[paragraph, [257.0, 385.0, 484.0, 36.0], qNOLk5kAV4, 5712407]
[paragraph, [257.0, 421.0, 484.0, 36.0], qNOLk5kAV4, 5712407]
[paragraph, [257.0, 457.0, 484.0, 36.0], qNOLk5kAV4, 5712407]
[paragraph, [257.0, 493.0, 484.0, 36.0], qNOLk5kAV4, 5712407]
[paragraph, [257.0, 529.0, 484.0, 36.0], qNOLk5kAV4, 5712407]
[paragraph, [941.0, 315.0, 473.0, 36.0], QzdjeNomiT, 5712407]
[paragraph, [941.0, 351.0, 473.0, 36.0], QzdjeNomiT, 5712407]
[paragraph, [941.0, 387.0, 473.0, 36.0], QzdjeNomiT, 5712407]
[paragraph, [941.0, 423.0, 473.0, 36.0], QzdjeNomiT, 5712407]
[paragraph, [941.0, 459.0, 473.0, 36.0], QzdjeNomiT, 5712407]
[paragraph, [941.0, 495.0, 473.0, 36.0], QzdjeNomiT, 5712407]
[paragraph, [941.0, 531.0, 473.0, 36.0], QzdjeNomiT, 5712407]
[paragraph, [78.0, 579.0, 667.0, 36.0], BEVsrN9NKA, 5712407]
[paragraph, [927.0, 586.0, 487.0, 36.0], yq1iYjQiAS, 5712407]
[paragraph, [67.0, 647.0, 674.0, 36.0], shoonya_5sNHTJXFZC0DGM, 5712407]
[paragraph, [67.0, 683.0, 674.0, 36.0], shoonya_5sNHTJXFZC0DGM, 5712407]
[paragraph, [67.0, 719.0, 674.0, 36.0], shoonya_5sNHTJXFZC0DGM, 5712407]
[paragraph, [67.0, 755.0, 674.0, 36.0], shoonya_5sNHTJXFZC0DGM, 5712407]
[paragraph, [67.0, 791.0, 674.0, 36.0], shoonya_5sNHTJXFZC0DGM, 5712407]
[paragraph, [750.0, 659.0, 669.0, 36.0], shoonya_6s7B13CS3DWOED, 5712407]
[paragraph, [750.0, 695.0, 669.0, 36.0], shoonya_6s7B13CS3DWOED, 5712407]
[paragraph, [750.0, 731.0, 669.0, 36.0], shoonya_6s7B13CS3DWOED, 5712407]
[paragraph, [750.0, 767.0, 669.0, 36.0], shoonya_6s7B13CS3DWOED, 5712407]
[paragraph, [750.0, 803.0, 669.0, 36.0], shoonya_6s7B13CS3DWOED, 5712407]
[paragraph, [62.0, 847.0, 692.0, 36.0], Tv_MPkFu0U, 5712407]
[paragraph, [62.0, 883.0, 692.0, 36.0], Tv_MPkFu0U, 5712407]
[paragraph, [62.0, 919.0, 692.0, 36.0], Tv_MPkFu0U, 5712407]
[paragraph, [62.0, 955.0, 692.0, 36.0], Tv_MPkFu0U, 5712407]
[paragraph, [62.0, 991.0, 692.0, 36.0], Tv_MPkFu0U, 5712407]
[paragraph, [62.0, 1027.0, 692.0, 36.0], Tv_MPkFu0U, 5712407]
[paragraph, [62.0, 1063.0, 692.0, 36.0], Tv_MPkFu0U, 5712407]
[paragraph, [62.0, 1099.0, 692.0, 36.0], Tv_MPkFu0U, 5712407]
[paragraph, [747.0, 856.0, 673.0, 36.0], shoonya_0sEX2N49JVVZCL, 5712407]
[paragraph, [747.0, 892.0, 673.0, 36.0], shoonya_0sEX2N49JVVZCL, 5712407]
[paragraph, [747.0, 928.0, 673.0, 36.0], shoonya_0sEX2N49JVVZCL, 5712407]
[paragraph, [747.0, 964.0, 673.0, 36.0], shoonya_0sEX2N49JVVZCL, 5712407]
[paragraph, [747.0, 1000.0, 673.0, 36.0], shoonya_0sEX2N49JVVZCL, 5712407]
[paragraph, [747.0, 1036.0, 673.0, 36.0], shoonya_0sEX2N49JVVZCL, 5712407]
[paragraph, [747.0, 1072.0, 673.0, 36.0], shoonya_0sEX2N49JVVZCL, 5712407]
[paragraph, [747.0, 1108.0, 673.0, 36.0], shoonya_0sEX2N49JVVZCL, 5712407]
[paragraph, [747.0, 1144.0, 673.0, 36.0], shoonya_0sEX2N49JVVZCL, 5712407]
[paragraph, [747.0, 1180.0, 673.0, 36.0], shoonya_0sEX2N49JVVZCL, 5712407]
[paragraph, [66.0, 1154.0, 682.0, 36.0], shoonya_1sNZ3NW8T38TIS, 5712407]
[paragraph, [66.0, 1190.0, 682.0, 36.0], shoonya_1sNZ3NW8T38TIS, 5712407]
[paragraph, [66.0, 1226.0, 682.0, 36.0], shoonya_1sNZ3NW8T38TIS, 5712407]
[paragraph, [743.0, 1224.0, 675.0, 36.0], VYGx-qLq_v, 5712407]
[paragraph, [743.0, 1260.0, 675.0, 36.0], VYGx-qLq_v, 5712407]
[paragraph, [743.0, 1296.0, 675.0, 36.0], VYGx-qLq_v, 5712407]
[paragraph, [743.0, 1332.0, 675.0, 36.0], VYGx-qLq_v, 5712407]
[paragraph, [743.0, 1368.0, 675.0, 36.0], VYGx-qLq_v, 5712407]
[paragraph, [743.0, 1404.0, 675.0, 36.0], VYGx-qLq_v, 5712407]
[paragraph, [743.0, 1440.0, 675.0, 36.0], VYGx-qLq_v, 5712407]
[paragraph, [64.0, 1296.0, 683.0, 36.0], AEZB6epfuN, 5712407]
[paragraph, [64.0, 1332.0, 683.0, 36.0], AEZB6epfuN, 5712407]
[paragraph, [64.0, 1368.0, 683.0, 36.0], AEZB6epfuN, 5712407]
[paragraph, [64.0, 1404.0, 683.0, 36.0], AEZB6epfuN, 5712407]
[paragraph, [64.0, 1440.0, 683.0, 36.0], AEZB6epfuN, 5712407]
[paragraph, [64.0, 1476.0, 683.0, 36.0], AEZB6epfuN, 5712407]
[paragraph, [64.0, 1512.0, 683.0, 36.0], AEZB6epfuN, 5712407]
[paragraph, [753.0, 1494.0, 675.0, 36.0], uvxK6LxAmL, 5712407]
[paragraph, [753.0, 1530.0, 675.0, 36.0], uvxK6LxAmL, 5712407]
[paragraph, [753.0, 1566.0, 675.0, 36.0], uvxK6LxAmL, 5712407]
[paragraph, [753.0, 1602.0, 675.0, 36.0], uvxK6LxAmL, 5712407]
[paragraph, [753.0, 1638.0, 675.0, 36.0], uvxK6LxAmL, 5712407]
[paragraph, [753.0, 1674.0, 675.0, 36.0], uvxK6LxAmL, 5712407]
[paragraph, [753.0, 1710.0, 675.0, 36.0], uvxK6LxAmL, 5712407]
[paragraph, [56.0, 1555.0, 687.0, 36.0], y7dCfcB6D_, 5712407]
