[807, 612]
[chapter-title, [298.0, 151.0, 80.0, 30.0], KIzqpAQZSw, 6460534]
[paragraph, [173.0, 193.0, 312.0, 18.0], shoonya_1s1BZTK5NUTJRO, 6460534]
[paragraph, [173.0, 211.0, 312.0, 18.0], shoonya_1s1BZTK5NUTJRO, 6460534]
[paragraph, [173.0, 229.0, 312.0, 18.0], shoonya_1s1BZTK5NUTJRO, 6460534]
[paragraph, [164.0, 263.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 281.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 299.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 317.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 335.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 353.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 371.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 389.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 407.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 425.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 443.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 461.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 479.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 497.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 515.0, 332.0, 18.0], shoonya_0sUZHEKUEYT447, 6460534]
[paragraph, [164.0, 538.0, 335.0, 18.0], EogGZQWFzf, 6460534]
[paragraph, [164.0, 556.0, 335.0, 18.0], EogGZQWFzf, 6460534]
[paragraph, [164.0, 574.0, 335.0, 18.0], EogGZQWFzf, 6460534]
[paragraph, [164.0, 592.0, 335.0, 18.0], EogGZQWFzf, 6460534]
[paragraph, [164.0, 610.0, 335.0, 18.0], EogGZQWFzf, 6460534]
[paragraph, [164.0, 628.0, 335.0, 18.0], EogGZQWFzf, 6460534]
[paragraph, [164.0, 646.0, 335.0, 18.0], EogGZQWFzf, 6460534]
[paragraph, [164.0, 664.0, 335.0, 18.0], EogGZQWFzf, 6460534]
