[1754, 1241]
[chapter-title, [129.0, 171.0, 1001.0, 58.5], shoonya_4sUPZ7VG0T1MGV, 5708864]
[chapter-title, [129.0, 229.5, 1001.0, 58.5], shoonya_4sUPZ7VG0T1MGV, 5708864]
[ordered-list, [65.0, 338.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 374.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 410.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 446.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 482.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 518.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 554.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 590.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 626.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 662.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 698.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 734.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 770.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 806.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 842.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 878.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 914.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 950.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 986.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1022.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1058.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1094.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1130.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1166.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1202.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1238.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1274.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1310.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1346.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1382.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1418.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1454.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1490.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1526.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1562.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1598.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[ordered-list, [65.0, 1634.0, 1092.0, 36.0], WKfRy3risK, 5708864]
[sub-ordered-list, [86.0, 435.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 471.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 507.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 543.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 579.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 615.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 651.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 687.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 723.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 759.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 795.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 831.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 867.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 903.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 939.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 975.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 1011.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 1047.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[sub-ordered-list, [86.0, 1083.0, 1053.0, 36.0], 4v1Qi_uEfS, 5708864]
[subsub-ordered-list, [110.0, 556.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 574.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 592.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 610.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 628.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 646.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 664.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 682.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 700.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 718.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 736.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 754.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 772.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 790.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 808.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 826.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 844.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 862.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 880.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
