[3505, 2480]
[dateline, [226.0, 71.0, 411.0, 52.5], i_CA70-UPh, 5728079]
[folio, [1021.0, 71.0, 445.0, 52.5], AhViKv-_wa, 5728079]
[headline, [965.0, 408.0, 548.0, 52.5], B0jOItoAwD, 5728079]
[dateline, [1767.0, 517.0, 430.0, 52.5], 2XzxKkBHhh, 5728079]
[paragraph, [260.0, 597.0, 1975.0, 52.5], cSioALE7St, 5728079]
[paragraph, [260.0, 649.5, 1975.0, 52.5], cSioALE7St, 5728079]
[paragraph, [260.0, 702.0, 1975.0, 52.5], cSioALE7St, 5728079]
[ordered-list, [291.0, 814.0, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 866.5, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 919.0, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 971.5, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1024.0, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1076.5, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1129.0, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1181.5, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1234.0, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1286.5, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1339.0, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1391.5, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1444.0, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1496.5, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1549.0, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1601.5, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1654.0, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1706.5, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1759.0, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[ordered-list, [291.0, 1811.5, 1987.0, 52.5], 0tgAb1ltyx, 5728079]
[sub-ordered-list, [427.0, 1065.0, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1117.5, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1170.0, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1222.5, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1275.0, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1327.5, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1380.0, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1432.5, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1485.0, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1537.5, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1590.0, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1642.5, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1695.0, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1747.5, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[sub-ordered-list, [427.0, 1800.0, 1798.0, 52.5], dyIo0qJNWx, 5728079]
[folio, [1548.0, 1911.0, 668.0, 52.5], -XqO2J55V0, 5728079]
[folio, [1548.0, 1963.5, 668.0, 52.5], -XqO2J55V0, 5728079]
[folio, [1548.0, 2016.0, 668.0, 52.5], -XqO2J55V0, 5728079]
[folio, [1548.0, 2068.5, 668.0, 52.5], -XqO2J55V0, 5728079]
[folio, [1548.0, 2121.0, 668.0, 52.5], -XqO2J55V0, 5728079]
[contact-info, [260.0, 2024.0, 359.0, 52.5], jo626obHAu, 5728079]
[contact-info, [563.0, 3238.0, 1161.0, 52.5], z0OVdbDwG5, 5728079]
[contact-info, [1681.0, 3282.0, 207.0, 52.5], L4nxLinXoz, 5728079]
[contact-info, [1681.0, 3334.5, 207.0, 52.5], L4nxLinXoz, 5728079]
[contact-info, [1681.0, 3387.0, 207.0, 52.5], L4nxLinXoz, 5728079]
[dateline, [1990.0, 3331.0, 455.0, 52.5], nOxBG1i3pT, 5728079]
[footnote, [229.0, 3337.0, 962.0, 52.5], -z21b_SiEy, 5728079]
[footnote, [229.0, 3389.5, 962.0, 52.5], -z21b_SiEy, 5728079]
[website-link, [746.0, 3384.0, 424.0, 18.0], hf13hi7aTf, 5728079]
[website-link, [746.0, 3402.0, 424.0, 18.0], hf13hi7aTf, 5728079]
