[1625, 1211]
[paragraph, [66.0, 89.0, 349.0, 36.0], grsEuRoCtr, 5742085]
[paragraph, [66.0, 125.0, 349.0, 36.0], grsEuRoCtr, 5742085]
[paragraph, [66.0, 161.0, 349.0, 36.0], grsEuRoCtr, 5742085]
[paragraph, [66.0, 197.0, 349.0, 36.0], grsEuRoCtr, 5742085]
[paragraph, [66.0, 233.0, 349.0, 36.0], grsEuRoCtr, 5742085]
[paragraph, [431.0, 93.0, 336.0, 36.0], shoonya_6s8DPB53GAEXPO, 5742085]
[paragraph, [431.0, 129.0, 336.0, 36.0], shoonya_6s8DPB53GAEXPO, 5742085]
[paragraph, [431.0, 165.0, 336.0, 36.0], shoonya_6s8DPB53GAEXPO, 5742085]
[paragraph, [431.0, 201.0, 336.0, 36.0], shoonya_6s8DPB53GAEXPO, 5742085]
[paragraph, [431.0, 237.0, 336.0, 36.0], shoonya_6s8DPB53GAEXPO, 5742085]
[section-title, [794.0, 98.0, 342.0, 49.5], shoonya_8sLJ5WJIIYV5GF, 5742085]
[section-title, [794.0, 147.5, 342.0, 49.5], shoonya_8sLJ5WJIIYV5GF, 5742085]
[section-title, [794.0, 197.0, 342.0, 49.5], shoonya_8sLJ5WJIIYV5GF, 5742085]
[paragraph, [435.0, 286.0, 333.0, 36.0], shoonya_5sATNOFM8F1458, 5742085]
[paragraph, [435.0, 322.0, 333.0, 36.0], shoonya_5sATNOFM8F1458, 5742085]
[paragraph, [435.0, 358.0, 333.0, 36.0], shoonya_5sATNOFM8F1458, 5742085]
[paragraph, [435.0, 394.0, 333.0, 36.0], shoonya_5sATNOFM8F1458, 5742085]
[paragraph, [435.0, 430.0, 333.0, 36.0], shoonya_5sATNOFM8F1458, 5742085]
[paragraph, [74.0, 289.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 325.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 361.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 397.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 433.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 469.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 505.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 541.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 577.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 613.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 649.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 685.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 721.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 757.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 793.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [74.0, 829.0, 351.0, 36.0], 6UytIAVekt, 5742085]
[paragraph, [796.0, 326.0, 336.0, 36.0], shoonya_2s3PLCSGGVKQJ3, 5742085]
[paragraph, [796.0, 362.0, 336.0, 36.0], shoonya_2s3PLCSGGVKQJ3, 5742085]
[paragraph, [796.0, 398.0, 336.0, 36.0], shoonya_2s3PLCSGGVKQJ3, 5742085]
[paragraph, [796.0, 434.0, 336.0, 36.0], shoonya_2s3PLCSGGVKQJ3, 5742085]
[paragraph, [796.0, 470.0, 336.0, 36.0], shoonya_2s3PLCSGGVKQJ3, 5742085]
[paragraph, [796.0, 506.0, 336.0, 36.0], shoonya_2s3PLCSGGVKQJ3, 5742085]
[paragraph, [796.0, 542.0, 336.0, 36.0], shoonya_2s3PLCSGGVKQJ3, 5742085]
[paragraph, [796.0, 578.0, 336.0, 36.0], shoonya_2s3PLCSGGVKQJ3, 5742085]
[paragraph, [430.0, 477.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 513.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 549.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 585.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 621.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 657.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 693.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 729.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 765.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 801.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 837.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 873.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 909.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 945.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 981.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 1017.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 1053.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [430.0, 1089.0, 346.0, 36.0], shoonya_7sARHW968GN473, 5742085]
[paragraph, [796.0, 656.0, 344.0, 36.0], shoonya_3sWV67K2RDYXD0, 5742085]
[paragraph, [796.0, 692.0, 344.0, 36.0], shoonya_3sWV67K2RDYXD0, 5742085]
[paragraph, [796.0, 728.0, 344.0, 36.0], shoonya_3sWV67K2RDYXD0, 5742085]
[paragraph, [796.0, 764.0, 344.0, 36.0], shoonya_3sWV67K2RDYXD0, 5742085]
[paragraph, [796.0, 800.0, 344.0, 36.0], shoonya_3sWV67K2RDYXD0, 5742085]
[paragraph, [796.0, 836.0, 344.0, 36.0], shoonya_3sWV67K2RDYXD0, 5742085]
[paragraph, [796.0, 872.0, 344.0, 36.0], shoonya_3sWV67K2RDYXD0, 5742085]
[paragraph, [796.0, 908.0, 344.0, 36.0], shoonya_3sWV67K2RDYXD0, 5742085]
[paragraph, [796.0, 944.0, 344.0, 36.0], shoonya_3sWV67K2RDYXD0, 5742085]
[paragraph, [796.0, 980.0, 344.0, 36.0], shoonya_3sWV67K2RDYXD0, 5742085]
[paragraph, [76.0, 922.0, 338.0, 36.0], shoonya_1sQ3ME29VMPPFZ, 5742085]
[paragraph, [76.0, 958.0, 338.0, 36.0], shoonya_1sQ3ME29VMPPFZ, 5742085]
[paragraph, [76.0, 994.0, 338.0, 36.0], shoonya_1sQ3ME29VMPPFZ, 5742085]
[paragraph, [76.0, 1030.0, 338.0, 36.0], shoonya_1sQ3ME29VMPPFZ, 5742085]
[paragraph, [76.0, 1066.0, 338.0, 36.0], shoonya_1sQ3ME29VMPPFZ, 5742085]
[paragraph, [76.0, 1102.0, 338.0, 36.0], shoonya_1sQ3ME29VMPPFZ, 5742085]
[paragraph, [76.0, 1138.0, 338.0, 36.0], shoonya_1sQ3ME29VMPPFZ, 5742085]
[paragraph, [76.0, 1174.0, 338.0, 36.0], shoonya_1sQ3ME29VMPPFZ, 5742085]
[paragraph, [76.0, 1210.0, 338.0, 36.0], shoonya_1sQ3ME29VMPPFZ, 5742085]
[paragraph, [76.0, 1246.0, 338.0, 36.0], shoonya_1sQ3ME29VMPPFZ, 5742085]
[paragraph, [796.0, 1047.0, 343.0, 36.0], shoonya_4sQ79YPJNTW0VN, 5742085]
[paragraph, [796.0, 1083.0, 343.0, 36.0], shoonya_4sQ79YPJNTW0VN, 5742085]
[paragraph, [796.0, 1119.0, 343.0, 36.0], shoonya_4sQ79YPJNTW0VN, 5742085]
[paragraph, [796.0, 1155.0, 343.0, 36.0], shoonya_4sQ79YPJNTW0VN, 5742085]
[paragraph, [796.0, 1191.0, 343.0, 36.0], shoonya_4sQ79YPJNTW0VN, 5742085]
[sub-section-title, [423.0, 1165.0, 352.0, 36.0], zZTZYyD03x, 5742085]
[paragraph, [424.0, 1212.0, 355.0, 36.0], 4f8XxWRap8, 5742085]
[paragraph, [424.0, 1248.0, 355.0, 36.0], 4f8XxWRap8, 5742085]
[paragraph, [424.0, 1284.0, 355.0, 36.0], 4f8XxWRap8, 5742085]
[paragraph, [424.0, 1320.0, 355.0, 36.0], 4f8XxWRap8, 5742085]
[paragraph, [424.0, 1356.0, 355.0, 36.0], 4f8XxWRap8, 5742085]
[paragraph, [424.0, 1392.0, 355.0, 36.0], 4f8XxWRap8, 5742085]
[paragraph, [424.0, 1428.0, 355.0, 36.0], 4f8XxWRap8, 5742085]
[paragraph, [790.0, 1253.0, 342.0, 36.0], shoonya_10sBCZWB57JJMI, 5742085]
[paragraph, [790.0, 1289.0, 342.0, 36.0], shoonya_10sBCZWB57JJMI, 5742085]
[paragraph, [790.0, 1325.0, 342.0, 36.0], shoonya_10sBCZWB57JJMI, 5742085]
[paragraph, [790.0, 1361.0, 342.0, 36.0], shoonya_10sBCZWB57JJMI, 5742085]
[paragraph, [790.0, 1397.0, 342.0, 36.0], shoonya_10sBCZWB57JJMI, 5742085]
[paragraph, [790.0, 1433.0, 342.0, 36.0], shoonya_10sBCZWB57JJMI, 5742085]
[paragraph, [77.0, 1308.0, 335.0, 36.0], shoonya_0s797MVMXAJZLN, 5742085]
[paragraph, [77.0, 1344.0, 335.0, 36.0], shoonya_0s797MVMXAJZLN, 5742085]
[paragraph, [77.0, 1380.0, 335.0, 36.0], shoonya_0s797MVMXAJZLN, 5742085]
[paragraph, [77.0, 1416.0, 335.0, 36.0], shoonya_0s797MVMXAJZLN, 5742085]
[paragraph, [77.0, 1452.0, 335.0, 36.0], shoonya_0s797MVMXAJZLN, 5742085]
[folio, [427.0, 1502.0, 122.0, 36.0], z9IYMoiNlw, 5742085]
[footnote, [87.0, 1508.0, 130.0, 36.0], PC3N2bUh_b, 5742085]
[footnote, [751.0, 1573.0, 415.0, 36.0], JcVVNivrBg, 5742085]
