[2164, 1427]
[folio, [126.0, 103.0, 183.0, 36.0], RcMtjgoZTB, 5654940]
[folio, [126.0, 139.0, 183.0, 36.0], RcMtjgoZTB, 5654940]
[paragraph, [137.0, 231.0, 1204.0, 36.0], Ux_WwXSFfb, 5654940]
[paragraph, [137.0, 267.0, 1204.0, 36.0], Ux_WwXSFfb, 5654940]
[paragraph, [137.0, 303.0, 1204.0, 36.0], Ux_WwXSFfb, 5654940]
[paragraph, [137.0, 339.0, 1204.0, 36.0], Ux_WwXSFfb, 5654940]
[paragraph, [203.0, 399.0, 688.0, 36.0], uXDhj0-JiI, 5654940]
[paragraph, [203.0, 435.0, 688.0, 36.0], uXDhj0-JiI, 5654940]
[paragraph, [203.0, 471.0, 688.0, 36.0], uXDhj0-JiI, 5654940]
[paragraph, [121.0, 542.0, 1221.0, 36.0], O39etWyHmN, 5654940]
[paragraph, [121.0, 578.0, 1221.0, 36.0], O39etWyHmN, 5654940]
[paragraph, [121.0, 614.0, 1221.0, 36.0], O39etWyHmN, 5654940]
[paragraph, [121.0, 650.0, 1221.0, 36.0], O39etWyHmN, 5654940]
[paragraph, [122.0, 718.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 754.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 790.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 826.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 862.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 898.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 934.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 970.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 1006.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 1042.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 1078.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 1114.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 1150.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 1186.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 1222.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 1258.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 1294.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 1330.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [122.0, 1366.0, 1232.0, 36.0], shoonya_0sA1YP8OYCFF1S, 5654940]
[paragraph, [137.0, 1445.0, 1204.0, 36.0], yQV3TMiSdZ, 5654940]
[paragraph, [137.0, 1481.0, 1204.0, 36.0], yQV3TMiSdZ, 5654940]
[paragraph, [137.0, 1517.0, 1204.0, 36.0], yQV3TMiSdZ, 5654940]
[paragraph, [137.0, 1553.0, 1204.0, 36.0], yQV3TMiSdZ, 5654940]
[paragraph, [137.0, 1589.0, 1204.0, 36.0], yQV3TMiSdZ, 5654940]
[paragraph, [137.0, 1625.0, 1204.0, 36.0], yQV3TMiSdZ, 5654940]
[paragraph, [137.0, 1661.0, 1204.0, 36.0], yQV3TMiSdZ, 5654940]
[paragraph, [137.0, 1697.0, 1204.0, 36.0], yQV3TMiSdZ, 5654940]
[paragraph, [128.0, 1752.0, 1205.0, 36.0], shoonya_2sA4VTRCM36DNB, 5654940]
[paragraph, [128.0, 1788.0, 1205.0, 36.0], shoonya_2sA4VTRCM36DNB, 5654940]
[paragraph, [128.0, 1824.0, 1205.0, 36.0], shoonya_2sA4VTRCM36DNB, 5654940]
[paragraph, [128.0, 1860.0, 1205.0, 36.0], shoonya_2sA4VTRCM36DNB, 5654940]
[paragraph, [128.0, 1896.0, 1205.0, 36.0], shoonya_2sA4VTRCM36DNB, 5654940]
[paragraph, [128.0, 1932.0, 1205.0, 36.0], shoonya_2sA4VTRCM36DNB, 5654940]
[paragraph, [128.0, 1968.0, 1205.0, 36.0], shoonya_2sA4VTRCM36DNB, 5654940]
[paragraph, [128.0, 2004.0, 1205.0, 36.0], shoonya_2sA4VTRCM36DNB, 5654940]
