[1754, 1241]
[sub-section-title, [142.0, 246.0, 420.0, 36.0], AJZqhzdNGT, 5746779]
[paragraph, [133.0, 307.0, 969.0, 36.0], Yl4bXb4YzK, 5746779]
[paragraph, [133.0, 343.0, 969.0, 36.0], Yl4bXb4YzK, 5746779]
[paragraph, [133.0, 379.0, 969.0, 36.0], Yl4bXb4YzK, 5746779]
[paragraph, [133.0, 415.0, 969.0, 36.0], Yl4bXb4YzK, 5746779]
[paragraph, [133.0, 451.0, 969.0, 36.0], Yl4bXb4YzK, 5746779]
[paragraph, [133.0, 487.0, 969.0, 36.0], Yl4bXb4YzK, 5746779]
[paragraph, [133.0, 523.0, 969.0, 36.0], Yl4bXb4YzK, 5746779]
[paragraph, [133.0, 559.0, 969.0, 36.0], Yl4bXb4YzK, 5746779]
[paragraph, [134.0, 617.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 653.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 689.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 725.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 761.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 797.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 833.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 869.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 905.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 941.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 977.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 1013.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 1049.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 1085.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 1121.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 1157.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 1193.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 1229.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 1265.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 1301.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 1337.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 1373.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
[paragraph, [134.0, 1409.0, 977.0, 36.0], aJcBIK7pnY, 5746779]
