[1294, 900]
[chapter-title, [333.0, 63.0, 341.0, 30.0], shoonya_0sLNY64JVW7M47, 5776104]
[paragraph, [180.0, 103.0, 647.0, 18.0], evkX1AmXiA, 5776104]
[paragraph, [180.0, 121.0, 647.0, 18.0], evkX1AmXiA, 5776104]
[paragraph, [180.0, 139.0, 647.0, 18.0], evkX1AmXiA, 5776104]
[paragraph, [180.0, 165.0, 649.0, 18.0], fnF2j57tfI, 5776104]
[paragraph, [180.0, 183.0, 649.0, 18.0], fnF2j57tfI, 5776104]
[paragraph, [181.0, 217.0, 549.0, 18.0], N1yD6GiVX7, 5776104]
[paragraph, [180.0, 240.0, 298.0, 18.0], Ihk1p4hQVT, 5776104]
[paragraph, [180.0, 261.0, 572.0, 18.0], BPxQuxoKfa, 5776104]
[paragraph, [184.0, 281.0, 598.0, 18.0], sFa4hEvhFS, 5776104]
[paragraph, [175.0, 316.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 334.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 352.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 370.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 388.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 406.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 424.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 442.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 460.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 478.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 496.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 514.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 532.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 550.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 568.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 586.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 604.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 622.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 640.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 658.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 676.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 694.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 712.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 730.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 748.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 766.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 784.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 802.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 820.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 838.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 856.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 874.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 892.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 910.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 928.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 946.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 964.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 982.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 1000.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 1018.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 1036.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 1054.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 1072.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 1090.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 1108.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
[paragraph, [175.0, 1126.0, 665.0, 18.0], Y4hX0MN6eH, 5776104]
