[2339, 1653]
[paragraph, [389.0, 198.0, 1077.0, 36.0], shoonya_0sFA7UHN4LEQE6, 5734164]
[paragraph, [389.0, 234.0, 1077.0, 36.0], shoonya_0sFA7UHN4LEQE6, 5734164]
[paragraph, [389.0, 270.0, 1077.0, 36.0], shoonya_0sFA7UHN4LEQE6, 5734164]
[paragraph, [389.0, 306.0, 1077.0, 36.0], shoonya_0sFA7UHN4LEQE6, 5734164]
[paragraph, [389.0, 342.0, 1077.0, 36.0], shoonya_0sFA7UHN4LEQE6, 5734164]
[paragraph, [389.0, 378.0, 1077.0, 36.0], shoonya_0sFA7UHN4LEQE6, 5734164]
[paragraph, [389.0, 414.0, 1077.0, 36.0], shoonya_0sFA7UHN4LEQE6, 5734164]
[paragraph, [389.0, 450.0, 1077.0, 36.0], shoonya_0sFA7UHN4LEQE6, 5734164]
[paragraph, [389.0, 486.0, 1077.0, 36.0], shoonya_0sFA7UHN4LEQE6, 5734164]
[paragraph, [389.0, 522.0, 1077.0, 36.0], shoonya_0sFA7UHN4LEQE6, 5734164]
[paragraph, [390.0, 593.0, 1073.0, 36.0], shoonya_1sW7PKYVCQGX96, 5734164]
[paragraph, [390.0, 629.0, 1073.0, 36.0], shoonya_1sW7PKYVCQGX96, 5734164]
[paragraph, [390.0, 665.0, 1073.0, 36.0], shoonya_1sW7PKYVCQGX96, 5734164]
[paragraph, [390.0, 701.0, 1073.0, 36.0], shoonya_1sW7PKYVCQGX96, 5734164]
[paragraph, [390.0, 737.0, 1073.0, 36.0], shoonya_1sW7PKYVCQGX96, 5734164]
[paragraph, [390.0, 773.0, 1073.0, 36.0], shoonya_1sW7PKYVCQGX96, 5734164]
[paragraph, [390.0, 809.0, 1073.0, 36.0], shoonya_1sW7PKYVCQGX96, 5734164]
[paragraph, [390.0, 845.0, 1073.0, 36.0], shoonya_1sW7PKYVCQGX96, 5734164]
[paragraph, [390.0, 881.0, 1073.0, 36.0], shoonya_1sW7PKYVCQGX96, 5734164]
[paragraph, [390.0, 917.0, 1073.0, 36.0], shoonya_1sW7PKYVCQGX96, 5734164]
[paragraph, [390.0, 953.0, 1073.0, 36.0], shoonya_1sW7PKYVCQGX96, 5734164]
[paragraph, [390.0, 989.0, 1073.0, 36.0], shoonya_1sW7PKYVCQGX96, 5734164]
[paragraph, [388.0, 1056.0, 1076.0, 36.0], shoonya_3sI97WMCW75633, 5734164]
[paragraph, [388.0, 1092.0, 1076.0, 36.0], shoonya_3sI97WMCW75633, 5734164]
[paragraph, [388.0, 1128.0, 1076.0, 36.0], shoonya_3sI97WMCW75633, 5734164]
[paragraph, [388.0, 1164.0, 1076.0, 36.0], shoonya_3sI97WMCW75633, 5734164]
[paragraph, [388.0, 1200.0, 1076.0, 36.0], shoonya_3sI97WMCW75633, 5734164]
[paragraph, [388.0, 1236.0, 1076.0, 36.0], shoonya_3sI97WMCW75633, 5734164]
[paragraph, [388.0, 1272.0, 1076.0, 36.0], shoonya_3sI97WMCW75633, 5734164]
[paragraph, [388.0, 1308.0, 1076.0, 36.0], shoonya_3sI97WMCW75633, 5734164]
[paragraph, [388.0, 1344.0, 1076.0, 36.0], shoonya_3sI97WMCW75633, 5734164]
[paragraph, [388.0, 1380.0, 1076.0, 36.0], shoonya_3sI97WMCW75633, 5734164]
[unordered-list, [444.0, 1559.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 1595.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 1631.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 1667.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 1703.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 1739.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 1775.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 1811.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 1847.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 1883.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 1919.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 1955.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 1991.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 2027.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[unordered-list, [444.0, 2063.0, 1021.0, 36.0], shoonya_2sKAIVOEBPOVZ5, 5734164]
[folio, [1040.0, 2180.0, 342.0, 36.0], SMpfnzdrW4, 5734164]
