[1263, 888]
[chapter-title, [349.0, 37.0, 273.0, 30.0], shoonya_10sX4DZCN3FIRT, 5776760]
[paragraph, [173.0, 74.0, 633.0, 18.0], shoonya_3sYNY39N8NMRHD, 5776760]
[paragraph, [173.0, 92.0, 633.0, 18.0], shoonya_3sYNY39N8NMRHD, 5776760]
[paragraph, [173.0, 110.0, 633.0, 18.0], shoonya_3sYNY39N8NMRHD, 5776760]
[paragraph, [173.0, 128.0, 633.0, 18.0], shoonya_3sYNY39N8NMRHD, 5776760]
[paragraph, [173.0, 146.0, 633.0, 18.0], shoonya_3sYNY39N8NMRHD, 5776760]
[paragraph, [173.0, 164.0, 633.0, 18.0], shoonya_3sYNY39N8NMRHD, 5776760]
[paragraph, [173.0, 182.0, 633.0, 18.0], shoonya_3sYNY39N8NMRHD, 5776760]
[paragraph, [173.0, 201.0, 633.0, 18.0], shoonya_2sAU63WE3OZSRP, 5776760]
[paragraph, [173.0, 219.0, 633.0, 18.0], shoonya_2sAU63WE3OZSRP, 5776760]
[paragraph, [173.0, 237.0, 633.0, 18.0], shoonya_2sAU63WE3OZSRP, 5776760]
[paragraph, [173.0, 255.0, 633.0, 18.0], shoonya_2sAU63WE3OZSRP, 5776760]
[paragraph, [173.0, 273.0, 633.0, 18.0], shoonya_2sAU63WE3OZSRP, 5776760]
[paragraph, [173.0, 291.0, 633.0, 18.0], shoonya_2sAU63WE3OZSRP, 5776760]
[paragraph, [173.0, 309.0, 633.0, 18.0], shoonya_2sAU63WE3OZSRP, 5776760]
[paragraph, [173.0, 327.0, 633.0, 18.0], shoonya_2sAU63WE3OZSRP, 5776760]
[paragraph, [173.0, 345.0, 633.0, 18.0], shoonya_2sAU63WE3OZSRP, 5776760]
[paragraph, [197.0, 380.0, 532.0, 18.0], shoonya_9s88RGG1Y524H0, 5776760]
[paragraph, [174.0, 427.0, 631.0, 18.0], shoonya_1sY1YXYFY12B92, 5776760]
[paragraph, [174.0, 445.0, 631.0, 18.0], shoonya_1sY1YXYFY12B92, 5776760]
[paragraph, [174.0, 463.0, 631.0, 18.0], shoonya_1sY1YXYFY12B92, 5776760]
[paragraph, [174.0, 481.0, 631.0, 18.0], shoonya_1sY1YXYFY12B92, 5776760]
[paragraph, [174.0, 499.0, 631.0, 18.0], shoonya_1sY1YXYFY12B92, 5776760]
[paragraph, [174.0, 517.0, 631.0, 18.0], shoonya_1sY1YXYFY12B92, 5776760]
[paragraph, [174.0, 535.0, 631.0, 18.0], shoonya_1sY1YXYFY12B92, 5776760]
[paragraph, [174.0, 553.0, 631.0, 18.0], shoonya_1sY1YXYFY12B92, 5776760]
[paragraph, [175.0, 579.0, 631.0, 18.0], shoonya_4sR0FWHAL3MWKY, 5776760]
[paragraph, [175.0, 597.0, 631.0, 18.0], shoonya_4sR0FWHAL3MWKY, 5776760]
[paragraph, [176.0, 632.0, 631.0, 18.0], shoonya_0s8985WA9C9C7Z, 5776760]
[paragraph, [176.0, 650.0, 631.0, 18.0], shoonya_0s8985WA9C9C7Z, 5776760]
[paragraph, [176.0, 668.0, 631.0, 18.0], shoonya_0s8985WA9C9C7Z, 5776760]
[paragraph, [176.0, 686.0, 631.0, 18.0], shoonya_0s8985WA9C9C7Z, 5776760]
[paragraph, [176.0, 704.0, 631.0, 18.0], shoonya_0s8985WA9C9C7Z, 5776760]
[paragraph, [176.0, 722.0, 631.0, 18.0], shoonya_0s8985WA9C9C7Z, 5776760]
[paragraph, [176.0, 740.0, 631.0, 18.0], shoonya_0s8985WA9C9C7Z, 5776760]
[paragraph, [176.0, 758.0, 631.0, 18.0], shoonya_0s8985WA9C9C7Z, 5776760]
[paragraph, [176.0, 776.0, 631.0, 18.0], shoonya_0s8985WA9C9C7Z, 5776760]
[paragraph, [176.0, 794.0, 631.0, 18.0], shoonya_0s8985WA9C9C7Z, 5776760]
[paragraph, [176.0, 812.0, 631.0, 18.0], shoonya_0s8985WA9C9C7Z, 5776760]
[paragraph, [197.0, 831.0, 444.0, 18.0], shoonya_7sJK9WLRGKOJSG, 5776760]
[paragraph, [181.0, 858.0, 627.0, 18.0], shoonya_6sDB4GHSVF7P2Y, 5776760]
[paragraph, [181.0, 876.0, 627.0, 18.0], shoonya_6sDB4GHSVF7P2Y, 5776760]
[paragraph, [179.0, 906.0, 629.0, 18.0], shoonya_5sMCLOGB0CSQPF, 5776760]
[paragraph, [179.0, 924.0, 629.0, 18.0], shoonya_5sMCLOGB0CSQPF, 5776760]
[paragraph, [179.0, 942.0, 629.0, 18.0], shoonya_5sMCLOGB0CSQPF, 5776760]
[paragraph, [179.0, 960.0, 629.0, 18.0], shoonya_5sMCLOGB0CSQPF, 5776760]
[paragraph, [179.0, 978.0, 629.0, 18.0], shoonya_5sMCLOGB0CSQPF, 5776760]
[paragraph, [179.0, 996.0, 629.0, 18.0], shoonya_5sMCLOGB0CSQPF, 5776760]
[paragraph, [179.0, 1014.0, 629.0, 18.0], shoonya_5sMCLOGB0CSQPF, 5776760]
[paragraph, [179.0, 1032.0, 629.0, 18.0], shoonya_5sMCLOGB0CSQPF, 5776760]
[paragraph, [198.0, 1057.0, 608.0, 18.0], shoonya_8sDNW7AGJV7NOG, 5776760]
