[3509, 2480]
[paragraph, [339.0, 388.0, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 440.5, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 493.0, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 545.5, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 598.0, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 650.5, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 703.0, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 755.5, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 808.0, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 860.5, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 913.0, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 965.5, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 1018.0, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 1070.5, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 1123.0, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 1175.5, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 1228.0, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 1280.5, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 1333.0, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 1385.5, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 1438.0, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 1490.5, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 1543.0, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [339.0, 1595.5, 1840.0, 52.5], shoonya_1sACLVV54WQ232, 5724323]
[paragraph, [334.0, 1723.0, 1835.0, 52.5], shoonya_3s8SC0G5ZF5DJJ, 5724323]
[paragraph, [334.0, 1775.5, 1835.0, 52.5], shoonya_3s8SC0G5ZF5DJJ, 5724323]
[paragraph, [334.0, 1828.0, 1835.0, 52.5], shoonya_3s8SC0G5ZF5DJJ, 5724323]
[paragraph, [334.0, 1880.5, 1835.0, 52.5], shoonya_3s8SC0G5ZF5DJJ, 5724323]
[paragraph, [334.0, 1933.0, 1835.0, 52.5], shoonya_3s8SC0G5ZF5DJJ, 5724323]
[paragraph, [334.0, 1985.5, 1835.0, 52.5], shoonya_3s8SC0G5ZF5DJJ, 5724323]
[paragraph, [334.0, 2038.0, 1835.0, 52.5], shoonya_3s8SC0G5ZF5DJJ, 5724323]
[paragraph, [334.0, 2090.5, 1835.0, 52.5], shoonya_3s8SC0G5ZF5DJJ, 5724323]
[paragraph, [328.0, 2319.0, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 2371.5, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 2424.0, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 2476.5, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 2529.0, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 2581.5, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 2634.0, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 2686.5, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 2739.0, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 2791.5, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 2844.0, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 2896.5, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 2949.0, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
[paragraph, [328.0, 3001.5, 1828.0, 52.5], shoonya_4sDCKBUHPPRWH2, 5724323]
