[1388, 886]
[folio, [30.0, 69.0, 136.0, 18.0], RzQXz_fcg4, 5742619]
[folio, [30.0, 87.0, 136.0, 18.0], RzQXz_fcg4, 5742619]
[folio, [392.0, 71.0, 118.0, 18.0], shoonya_0sOEB6N86FVAP4, 5742619]
[paragraph, [454.0, 125.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 143.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 161.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 179.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 197.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 215.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 233.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 251.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 269.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 287.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 305.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 323.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 341.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 359.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 377.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 395.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 413.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 431.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 449.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 467.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 485.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 503.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [454.0, 521.0, 397.0, 18.0], shoonya_1sU6N9GM6G2QQH, 5742619]
[paragraph, [31.0, 133.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 151.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 169.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 187.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 205.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 223.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 241.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 259.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 277.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 295.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
