[2180, 1471]
[folio, [139.0, 128.0, 183.0, 36.0], s9BMjdrvQA, 5655130]
[paragraph, [216.0, 233.0, 1097.0, 36.0], Fn1UdW_w93, 5655130]
[paragraph, [216.0, 269.0, 1097.0, 36.0], Fn1UdW_w93, 5655130]
[paragraph, [216.0, 305.0, 1097.0, 36.0], Fn1UdW_w93, 5655130]
[paragraph, [216.0, 341.0, 1097.0, 36.0], Fn1UdW_w93, 5655130]
[paragraph, [216.0, 377.0, 1097.0, 36.0], Fn1UdW_w93, 5655130]
[paragraph, [216.0, 413.0, 1097.0, 36.0], Fn1UdW_w93, 5655130]
[paragraph, [138.0, 477.0, 1195.0, 36.0], shoonya_0sFDF854GDNW82, 5655130]
[paragraph, [138.0, 513.0, 1195.0, 36.0], shoonya_0sFDF854GDNW82, 5655130]
[paragraph, [138.0, 549.0, 1195.0, 36.0], shoonya_0sFDF854GDNW82, 5655130]
[paragraph, [138.0, 585.0, 1195.0, 36.0], shoonya_0sFDF854GDNW82, 5655130]
[paragraph, [138.0, 621.0, 1195.0, 36.0], shoonya_0sFDF854GDNW82, 5655130]
[paragraph, [138.0, 657.0, 1195.0, 36.0], shoonya_0sFDF854GDNW82, 5655130]
[paragraph, [138.0, 693.0, 1195.0, 36.0], shoonya_0sFDF854GDNW82, 5655130]
[paragraph, [138.0, 729.0, 1195.0, 36.0], shoonya_0sFDF854GDNW82, 5655130]
[paragraph, [137.0, 812.0, 1198.0, 36.0], shoonya_2s7V44R356ILMM, 5655130]
[paragraph, [137.0, 848.0, 1198.0, 36.0], shoonya_2s7V44R356ILMM, 5655130]
[paragraph, [137.0, 884.0, 1198.0, 36.0], shoonya_2s7V44R356ILMM, 5655130]
[paragraph, [137.0, 920.0, 1198.0, 36.0], shoonya_2s7V44R356ILMM, 5655130]
[paragraph, [137.0, 956.0, 1198.0, 36.0], shoonya_2s7V44R356ILMM, 5655130]
[paragraph, [137.0, 992.0, 1198.0, 36.0], shoonya_2s7V44R356ILMM, 5655130]
[paragraph, [137.0, 1028.0, 1198.0, 36.0], shoonya_2s7V44R356ILMM, 5655130]
[paragraph, [137.0, 1064.0, 1198.0, 36.0], shoonya_2s7V44R356ILMM, 5655130]
[paragraph, [137.0, 1100.0, 1198.0, 36.0], shoonya_2s7V44R356ILMM, 5655130]
[paragraph, [137.0, 1136.0, 1198.0, 36.0], shoonya_2s7V44R356ILMM, 5655130]
[paragraph, [137.0, 1172.0, 1198.0, 36.0], shoonya_2s7V44R356ILMM, 5655130]
[paragraph, [137.0, 1208.0, 1198.0, 36.0], shoonya_2s7V44R356ILMM, 5655130]
[paragraph, [222.0, 1299.0, 1054.0, 36.0], shoonya_5sIVZMN01XT9KB, 5655130]
[paragraph, [222.0, 1335.0, 1054.0, 36.0], shoonya_5sIVZMN01XT9KB, 5655130]
[paragraph, [222.0, 1371.0, 1054.0, 36.0], shoonya_5sIVZMN01XT9KB, 5655130]
[paragraph, [222.0, 1407.0, 1054.0, 36.0], shoonya_5sIVZMN01XT9KB, 5655130]
[paragraph, [222.0, 1443.0, 1054.0, 36.0], shoonya_5sIVZMN01XT9KB, 5655130]
[section-title, [163.0, 1509.0, 459.0, 52.5], shoonya_3sHWKKSHY7ZWXO, 5655130]
[paragraph, [142.0, 1602.0, 1207.0, 36.0], shoonya_6sF5QXFLP6J8YL, 5655130]
[paragraph, [142.0, 1638.0, 1207.0, 36.0], shoonya_6sF5QXFLP6J8YL, 5655130]
[paragraph, [142.0, 1674.0, 1207.0, 36.0], shoonya_6sF5QXFLP6J8YL, 5655130]
[paragraph, [142.0, 1710.0, 1207.0, 36.0], shoonya_6sF5QXFLP6J8YL, 5655130]
[paragraph, [142.0, 1746.0, 1207.0, 36.0], shoonya_6sF5QXFLP6J8YL, 5655130]
[paragraph, [142.0, 1782.0, 1207.0, 36.0], shoonya_6sF5QXFLP6J8YL, 5655130]
[paragraph, [215.0, 1843.0, 904.0, 36.0], CnZZ5EPvh7, 5655130]
[paragraph, [215.0, 1879.0, 904.0, 36.0], CnZZ5EPvh7, 5655130]
[paragraph, [215.0, 1915.0, 904.0, 36.0], CnZZ5EPvh7, 5655130]
[reference, [155.0, 1998.0, 695.0, 36.0], shoonya_4sZ3AUQOEROPTE, 5655130]
[reference, [155.0, 2034.0, 695.0, 36.0], shoonya_4sZ3AUQOEROPTE, 5655130]
