[1299, 3366]
[folio, [1161.0, 29.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 47.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 65.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 83.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 101.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 119.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 137.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 155.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 173.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 191.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 209.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 227.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 245.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 263.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 281.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 299.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 317.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 335.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 353.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 371.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 389.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 407.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 425.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 443.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[folio, [1161.0, 461.0, 496.0, 18.0], Rw5JOUSTxI, 5726239]
[headline, [513.0, 126.0, 605.0, 25.5], qLV5KhNWNf, 5726239]
[headline, [513.0, 151.5, 605.0, 25.5], qLV5KhNWNf, 5726239]
[headline, [513.0, 177.0, 605.0, 25.5], qLV5KhNWNf, 5726239]
[headline, [513.0, 202.5, 605.0, 25.5], qLV5KhNWNf, 5726239]
[headline, [513.0, 228.0, 605.0, 25.5], qLV5KhNWNf, 5726239]
[paragraph, [2007.0, 203.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 221.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 239.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 257.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 275.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 293.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 311.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 329.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 347.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 365.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 383.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 401.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 419.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2007.0, 437.0, 1186.0, 18.0], IHVGCIhT8f, 5726239]
[paragraph, [2015.0, 489.0, 1153.0, 18.0], shoonya_0sJWEJQJZHVIK6, 5726239]
[paragraph, [2015.0, 507.0, 1153.0, 18.0], shoonya_0sJWEJQJZHVIK6, 5726239]
[paragraph, [2015.0, 525.0, 1153.0, 18.0], shoonya_0sJWEJQJZHVIK6, 5726239]
[paragraph, [2015.0, 543.0, 1153.0, 18.0], shoonya_0sJWEJQJZHVIK6, 5726239]
[paragraph, [2015.0, 561.0, 1153.0, 18.0], shoonya_0sJWEJQJZHVIK6, 5726239]
[paragraph, [2015.0, 579.0, 1153.0, 18.0], shoonya_0sJWEJQJZHVIK6, 5726239]
[paragraph, [2015.0, 597.0, 1153.0, 18.0], shoonya_0sJWEJQJZHVIK6, 5726239]
[paragraph, [2015.0, 615.0, 1153.0, 18.0], shoonya_0sJWEJQJZHVIK6, 5726239]
[paragraph, [2015.0, 633.0, 1153.0, 18.0], shoonya_0sJWEJQJZHVIK6, 5726239]
[paragraph, [2015.0, 651.0, 1153.0, 18.0], shoonya_0sJWEJQJZHVIK6, 5726239]
[paragraph, [2010.0, 682.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[paragraph, [2010.0, 700.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[paragraph, [2010.0, 718.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[paragraph, [2010.0, 736.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[paragraph, [2010.0, 754.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[paragraph, [2010.0, 772.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[paragraph, [2010.0, 790.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[paragraph, [2010.0, 808.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[paragraph, [2010.0, 826.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[paragraph, [2010.0, 844.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[paragraph, [2010.0, 862.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[paragraph, [2010.0, 880.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[paragraph, [2010.0, 898.0, 1178.0, 18.0], WlvhfzbNdh, 5726239]
[website-link, [16.0, 1164.0, 454.0, 18.0], XXa7oZag3W, 5726239]
[website-link, [16.0, 1182.0, 454.0, 18.0], XXa7oZag3W, 5726239]
[website-link, [16.0, 1200.0, 454.0, 18.0], XXa7oZag3W, 5726239]
[website-link, [16.0, 1218.0, 454.0, 18.0], XXa7oZag3W, 5726239]
[folio, [2318.0, 1203.0, 551.0, 18.0], HWfIqHIRiJ, 5726239]
[folio, [2318.0, 1221.0, 551.0, 18.0], HWfIqHIRiJ, 5726239]
