[2200, 1700]
[folio, [781.0, 394.0, 154.0, 36.0], 7sIb4i4Zai, 5732429]
[paragraph, [461.0, 484.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 520.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 556.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 592.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 628.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 664.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 700.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 736.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 772.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 808.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 844.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 880.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 916.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 952.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 988.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1024.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1060.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1096.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1132.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1168.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1204.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1240.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1276.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1312.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1348.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1384.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1420.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1456.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1492.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1528.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1564.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1600.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1636.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1672.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[paragraph, [461.0, 1708.0, 793.0, 36.0], shoonya_0sDI4RP0YZCL9T, 5732429]
[footnote, [1296.0, 2028.0, 233.0, 36.0], kye3U7vuuR, 5732429]
[footnote, [1296.0, 2064.0, 233.0, 36.0], kye3U7vuuR, 5732429]
[folio, [810.0, 2113.0, 176.0, 36.0], 7l64KpRvqS, 5732429]
