[1300, 827]
[paragraph, [78.0, 166.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 184.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 202.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 220.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 238.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 256.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 274.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 292.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 310.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 328.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 346.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 364.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 382.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 400.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 418.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 436.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 454.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 472.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 490.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 508.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 526.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 544.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 562.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 580.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 598.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 616.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 634.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 652.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 670.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 688.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 706.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 724.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 742.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 760.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 778.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 796.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 814.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [78.0, 832.0, 662.0, 18.0], shoonya_0s4D3MDMXB6ETD, 5748919]
[paragraph, [80.0, 867.0, 665.0, 18.0], Vzxq3slQhT, 5748919]
[paragraph, [80.0, 885.0, 665.0, 18.0], Vzxq3slQhT, 5748919]
[paragraph, [80.0, 903.0, 665.0, 18.0], Vzxq3slQhT, 5748919]
[paragraph, [80.0, 921.0, 665.0, 18.0], Vzxq3slQhT, 5748919]
[paragraph, [80.0, 939.0, 665.0, 18.0], Vzxq3slQhT, 5748919]
[paragraph, [80.0, 957.0, 665.0, 18.0], Vzxq3slQhT, 5748919]
[paragraph, [80.0, 975.0, 665.0, 18.0], Vzxq3slQhT, 5748919]
[paragraph, [80.0, 993.0, 665.0, 18.0], Vzxq3slQhT, 5748919]
[paragraph, [80.0, 1011.0, 665.0, 18.0], Vzxq3slQhT, 5748919]
[paragraph, [80.0, 1029.0, 665.0, 18.0], Vzxq3slQhT, 5748919]
[paragraph, [80.0, 1047.0, 665.0, 18.0], Vzxq3slQhT, 5748919]
[dateline, [84.0, 1102.0, 303.0, 64.5], R61sK7SJsq, 5748919]
[contact-info, [453.0, 1121.0, 281.0, 18.0], BvqSMGLc6e, 5748919]
[contact-info, [453.0, 1139.0, 281.0, 18.0], BvqSMGLc6e, 5748919]
[footnote, [509.0, 1258.0, 271.0, 18.0], xYNtDlF0HS, 5748919]
