[3508, 2481]
[contact-info, [687.0, 351.0, 1088.0, 52.5], peTREga0hQ, 6490848]
[contact-info, [687.0, 403.5, 1088.0, 52.5], peTREga0hQ, 6490848]
[headline, [683.0, 525.0, 1091.0, 52.5], QnZ_BMFrqa, 6490848]
[headline, [683.0, 577.5, 1091.0, 52.5], QnZ_BMFrqa, 6490848]
[paragraph, [226.0, 729.0, 1231.0, 52.5], -7P6ydWnPS, 6490848]
[paragraph, [226.0, 781.5, 1231.0, 52.5], -7P6ydWnPS, 6490848]
[placeholder-text, [2002.0, 973.0, 251.0, 18.0], DMwU7dkyZ-, 6490848]
[placeholder-text, [2002.0, 991.0, 251.0, 18.0], DMwU7dkyZ-, 6490848]
[placeholder-text, [2002.0, 1009.0, 251.0, 18.0], DMwU7dkyZ-, 6490848]
[placeholder-text, [2002.0, 1027.0, 251.0, 18.0], DMwU7dkyZ-, 6490848]
[paragraph, [230.0, 1215.0, 472.0, 52.5], tLIXrDqztU, 6490848]
[paragraph, [202.0, 1331.0, 2070.0, 52.5], jQV-2trgpQ, 6490848]
[paragraph, [202.0, 1383.5, 2070.0, 52.5], jQV-2trgpQ, 6490848]
[paragraph, [202.0, 1436.0, 2070.0, 52.5], jQV-2trgpQ, 6490848]
[paragraph, [202.0, 1488.5, 2070.0, 52.5], jQV-2trgpQ, 6490848]
[paragraph, [202.0, 1541.0, 2070.0, 52.5], jQV-2trgpQ, 6490848]
[paragraph, [202.0, 1593.5, 2070.0, 52.5], jQV-2trgpQ, 6490848]
[paragraph, [183.0, 1694.0, 2079.0, 52.5], k5bD6_tIH7, 6490848]
[paragraph, [183.0, 1746.5, 2079.0, 52.5], k5bD6_tIH7, 6490848]
[paragraph, [183.0, 1799.0, 2079.0, 52.5], k5bD6_tIH7, 6490848]
[paragraph, [183.0, 1851.5, 2079.0, 52.5], k5bD6_tIH7, 6490848]
[paragraph, [183.0, 1904.0, 2079.0, 52.5], k5bD6_tIH7, 6490848]
[paragraph, [183.0, 1956.5, 2079.0, 52.5], k5bD6_tIH7, 6490848]
[paragraph, [183.0, 2009.0, 2079.0, 52.5], k5bD6_tIH7, 6490848]
[paragraph, [189.0, 2152.0, 2185.0, 52.5], MaUi_YUxG5, 6490848]
[paragraph, [189.0, 2204.5, 2185.0, 52.5], MaUi_YUxG5, 6490848]
[paragraph, [189.0, 2257.0, 2185.0, 52.5], MaUi_YUxG5, 6490848]
[paragraph, [189.0, 2309.5, 2185.0, 52.5], MaUi_YUxG5, 6490848]
[paragraph, [189.0, 2362.0, 2185.0, 52.5], MaUi_YUxG5, 6490848]
[paragraph, [189.0, 2414.5, 2185.0, 52.5], MaUi_YUxG5, 6490848]
[paragraph, [189.0, 2467.0, 2185.0, 52.5], MaUi_YUxG5, 6490848]
[paragraph, [189.0, 2519.5, 2185.0, 52.5], MaUi_YUxG5, 6490848]
[paragraph, [189.0, 2572.0, 2185.0, 52.5], MaUi_YUxG5, 6490848]
[paragraph, [189.0, 2624.5, 2185.0, 52.5], MaUi_YUxG5, 6490848]
[paragraph, [189.0, 2677.0, 2185.0, 52.5], MaUi_YUxG5, 6490848]
[ordered-list, [264.0, 2749.0, 2045.0, 52.5], l7cNjGntam, 6490848]
[ordered-list, [264.0, 2801.5, 2045.0, 52.5], l7cNjGntam, 6490848]
[ordered-list, [264.0, 2854.0, 2045.0, 52.5], l7cNjGntam, 6490848]
[ordered-list, [264.0, 2906.5, 2045.0, 52.5], l7cNjGntam, 6490848]
[ordered-list, [264.0, 2959.0, 2045.0, 52.5], l7cNjGntam, 6490848]
[ordered-list, [264.0, 3011.5, 2045.0, 52.5], l7cNjGntam, 6490848]
[ordered-list, [264.0, 3064.0, 2045.0, 52.5], l7cNjGntam, 6490848]
[ordered-list, [264.0, 3116.5, 2045.0, 52.5], l7cNjGntam, 6490848]
[ordered-list, [264.0, 3169.0, 2045.0, 52.5], l7cNjGntam, 6490848]
[ordered-list, [264.0, 3221.5, 2045.0, 52.5], l7cNjGntam, 6490848]
[ordered-list, [264.0, 3274.0, 2045.0, 52.5], l7cNjGntam, 6490848]
[ordered-list, [264.0, 3326.5, 2045.0, 52.5], l7cNjGntam, 6490848]
