[1362, 828]
[folio, [100.0, 55.0, 123.0, 18.0], Vfj_B3TEJJ, 5781850]
[folio, [100.0, 73.0, 123.0, 18.0], Vfj_B3TEJJ, 5781850]
[headline, [292.0, 110.0, 257.0, 25.5], HHl5_qZQq8, 5781850]
[ordered-list, [103.0, 151.0, 639.0, 18.0], shoonya_0sIIEAC12XWMHL, 5781850]
[ordered-list, [103.0, 169.0, 639.0, 18.0], shoonya_0sIIEAC12XWMHL, 5781850]
[ordered-list, [103.0, 187.0, 639.0, 18.0], shoonya_0sIIEAC12XWMHL, 5781850]
[ordered-list, [103.0, 205.0, 639.0, 18.0], shoonya_0sIIEAC12XWMHL, 5781850]
[ordered-list, [103.0, 223.0, 639.0, 18.0], shoonya_0sIIEAC12XWMHL, 5781850]
[ordered-list, [103.0, 241.0, 639.0, 18.0], shoonya_0sIIEAC12XWMHL, 5781850]
[ordered-list, [103.0, 259.0, 639.0, 18.0], shoonya_0sIIEAC12XWMHL, 5781850]
[ordered-list, [94.0, 285.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 303.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 321.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 339.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 357.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 375.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 393.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 411.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 429.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 447.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 465.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 483.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 501.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 519.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 537.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 555.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 573.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 591.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 609.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 627.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 645.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 663.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 681.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 699.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 717.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 735.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 753.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 771.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 789.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 807.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 825.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 843.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 861.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 879.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 897.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 915.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 933.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 951.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 969.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 987.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 1005.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 1023.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 1041.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 1059.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 1077.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 1095.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 1113.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 1131.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 1149.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 1167.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 1185.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[ordered-list, [94.0, 1203.0, 654.0, 18.0], 1BvGJqe6zP, 5781850]
[sub-ordered-list, [101.0, 458.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 476.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 494.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 512.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 530.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 548.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 566.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 584.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 602.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 620.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 638.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 656.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 674.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 692.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 710.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 728.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 746.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 764.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
[sub-ordered-list, [101.0, 782.0, 644.0, 18.0], shoonya_1sYC2FVYE1HE8S, 5781850]
