[3509, 2482]
[section-title, [866.0, 616.0, 538.0, 93.0], uOR8wsTwkn, 5691640]
[paragraph, [188.0, 743.0, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 795.5, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 848.0, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 900.5, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 953.0, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1005.5, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1058.0, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1110.5, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1163.0, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1215.5, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1268.0, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1320.5, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1373.0, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1425.5, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1478.0, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1530.5, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1583.0, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [188.0, 1635.5, 1867.0, 52.5], shoonya_1sDBXH9DJBDFM8, 5691640]
[paragraph, [187.0, 1700.0, 1854.0, 52.5], shoonya_3sALQR3S3Q3VGZ, 5691640]
[paragraph, [187.0, 1752.5, 1854.0, 52.5], shoonya_3sALQR3S3Q3VGZ, 5691640]
[paragraph, [187.0, 1805.0, 1854.0, 52.5], shoonya_3sALQR3S3Q3VGZ, 5691640]
[paragraph, [187.0, 1857.5, 1854.0, 52.5], shoonya_3sALQR3S3Q3VGZ, 5691640]
[paragraph, [187.0, 1910.0, 1854.0, 52.5], shoonya_3sALQR3S3Q3VGZ, 5691640]
[paragraph, [187.0, 1962.5, 1854.0, 52.5], shoonya_3sALQR3S3Q3VGZ, 5691640]
[paragraph, [208.0, 2067.0, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2119.5, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2172.0, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2224.5, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2277.0, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2329.5, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2382.0, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2434.5, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2487.0, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2539.5, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2592.0, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2644.5, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2697.0, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [208.0, 2749.5, 1816.0, 52.5], shoonya_0sGE4FPA9NGJLE, 5691640]
[paragraph, [181.0, 2848.0, 1852.0, 52.5], cpYMv5ENaB, 5691640]
[paragraph, [181.0, 2900.5, 1852.0, 52.5], cpYMv5ENaB, 5691640]
[paragraph, [181.0, 2953.0, 1852.0, 52.5], cpYMv5ENaB, 5691640]
[paragraph, [181.0, 3005.5, 1852.0, 52.5], cpYMv5ENaB, 5691640]
[paragraph, [181.0, 3058.0, 1852.0, 52.5], cpYMv5ENaB, 5691640]
[paragraph, [181.0, 3110.5, 1852.0, 52.5], cpYMv5ENaB, 5691640]
[paragraph, [181.0, 3163.0, 1852.0, 52.5], cpYMv5ENaB, 5691640]
[paragraph, [181.0, 3215.5, 1852.0, 52.5], cpYMv5ENaB, 5691640]
[paragraph, [181.0, 3268.0, 1852.0, 52.5], cpYMv5ENaB, 5691640]
