[1372, 849]
[section-title, [249.0, 75.0, 353.0, 30.0], shoonya_4sO9MSG203FYRW, 5710105]
[paragraph, [69.0, 138.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 156.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 174.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 192.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 210.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 228.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 246.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 264.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 282.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 300.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 318.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 336.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 354.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 372.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 390.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 408.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 426.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 444.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 462.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 480.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 498.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [69.0, 516.0, 710.0, 18.0], shoonya_3sBF68ALCIIAYJ, 5710105]
[paragraph, [99.0, 543.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 561.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 579.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 597.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 615.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 633.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 651.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 669.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 687.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 705.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 723.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 741.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 759.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 777.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [99.0, 795.0, 647.0, 18.0], shoonya_0sBMDLN3O1VMXW, 5710105]
[paragraph, [90.0, 827.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 845.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 863.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 881.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 899.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 917.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 935.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 953.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 971.0, 657.0, 18.0], qPGhB54TcN, 5710105]
