[1625, 2862]
[headline, [133.0, 124.0, 885.0, 37.5], shoonya_3s9P060984SQOT, 5715823]
[paragraph, [1539.0, 142.0, 582.0, 36.0], N8t78lo7yW, 5715823]
[paragraph, [1539.0, 178.0, 582.0, 36.0], N8t78lo7yW, 5715823]
[paragraph, [1539.0, 214.0, 582.0, 36.0], N8t78lo7yW, 5715823]
[paragraph, [1539.0, 250.0, 582.0, 36.0], N8t78lo7yW, 5715823]
[paragraph, [1539.0, 286.0, 582.0, 36.0], N8t78lo7yW, 5715823]
[quote, [2372.0, 168.0, 312.0, 36.0], shoonya_1sCPIJCAMRNY39, 5715823]
[quote, [2372.0, 204.0, 312.0, 36.0], shoonya_1sCPIJCAMRNY39, 5715823]
[quote, [2372.0, 240.0, 312.0, 36.0], shoonya_1sCPIJCAMRNY39, 5715823]
[quote, [2372.0, 276.0, 312.0, 36.0], shoonya_1sCPIJCAMRNY39, 5715823]
[paragraph, [109.0, 224.0, 811.0, 36.0], shoonya_4s0V492CWX0TZA, 5715823]
[paragraph, [109.0, 276.0, 746.0, 36.0], shoonya_7s0J7LEDJGQP0U, 5715823]
[paragraph, [109.0, 312.0, 746.0, 36.0], shoonya_7s0J7LEDJGQP0U, 5715823]
[paragraph, [109.0, 348.0, 746.0, 36.0], shoonya_7s0J7LEDJGQP0U, 5715823]
[paragraph, [1529.0, 353.0, 564.0, 36.0], WHiR8VfFp1, 5715823]
[paragraph, [1529.0, 389.0, 564.0, 36.0], WHiR8VfFp1, 5715823]
[paragraph, [1529.0, 425.0, 564.0, 36.0], WHiR8VfFp1, 5715823]
[paragraph, [1529.0, 461.0, 564.0, 36.0], WHiR8VfFp1, 5715823]
[paragraph, [1529.0, 497.0, 564.0, 36.0], WHiR8VfFp1, 5715823]
[paragraph, [1529.0, 533.0, 564.0, 36.0], WHiR8VfFp1, 5715823]
[paragraph, [1529.0, 569.0, 564.0, 36.0], WHiR8VfFp1, 5715823]
[paragraph, [1529.0, 605.0, 564.0, 36.0], WHiR8VfFp1, 5715823]
[paragraph, [1529.0, 641.0, 564.0, 36.0], WHiR8VfFp1, 5715823]
[paragraph, [107.0, 394.0, 744.0, 36.0], shoonya_6s8UQ5NOOL0E66, 5715823]
[paragraph, [107.0, 430.0, 744.0, 36.0], shoonya_6s8UQ5NOOL0E66, 5715823]
[paragraph, [107.0, 466.0, 744.0, 36.0], shoonya_6s8UQ5NOOL0E66, 5715823]
[paragraph, [107.0, 502.0, 744.0, 36.0], shoonya_6s8UQ5NOOL0E66, 5715823]
[paragraph, [107.0, 538.0, 744.0, 36.0], shoonya_6s8UQ5NOOL0E66, 5715823]
[paragraph, [107.0, 574.0, 744.0, 36.0], shoonya_6s8UQ5NOOL0E66, 5715823]
[paragraph, [343.0, 660.0, 939.0, 36.0], miSljbDvid, 5715823]
[paragraph, [343.0, 696.0, 939.0, 36.0], miSljbDvid, 5715823]
[paragraph, [343.0, 732.0, 939.0, 36.0], miSljbDvid, 5715823]
[paragraph, [343.0, 768.0, 939.0, 36.0], miSljbDvid, 5715823]
[paragraph, [343.0, 804.0, 939.0, 36.0], miSljbDvid, 5715823]
[paragraph, [343.0, 840.0, 939.0, 36.0], miSljbDvid, 5715823]
[paragraph, [1543.0, 717.0, 578.0, 36.0], WSm1oP7gHy, 5715823]
[paragraph, [1543.0, 753.0, 578.0, 36.0], WSm1oP7gHy, 5715823]
[paragraph, [1543.0, 789.0, 578.0, 36.0], WSm1oP7gHy, 5715823]
[paragraph, [1543.0, 825.0, 578.0, 36.0], WSm1oP7gHy, 5715823]
[quote, [131.0, 907.0, 224.0, 36.0], shoonya_5s2REC234VO1SJ, 5715823]
[quote, [131.0, 943.0, 224.0, 36.0], shoonya_5s2REC234VO1SJ, 5715823]
[quote, [131.0, 979.0, 224.0, 36.0], shoonya_5s2REC234VO1SJ, 5715823]
[quote, [131.0, 1015.0, 224.0, 36.0], shoonya_5s2REC234VO1SJ, 5715823]
[quote, [1813.0, 909.0, 190.0, 36.0], shoonya_0sBOHIJXA4E1UO, 5715823]
[quote, [1813.0, 945.0, 190.0, 36.0], shoonya_0sBOHIJXA4E1UO, 5715823]
[quote, [1813.0, 981.0, 190.0, 36.0], shoonya_0sBOHIJXA4E1UO, 5715823]
[quote, [1813.0, 1017.0, 190.0, 36.0], shoonya_0sBOHIJXA4E1UO, 5715823]
[quote, [1813.0, 1053.0, 190.0, 36.0], shoonya_0sBOHIJXA4E1UO, 5715823]
[quote, [1023.0, 924.0, 232.0, 36.0], shoonya_8s2U18UM1DKBGV, 5715823]
[quote, [1023.0, 960.0, 232.0, 36.0], shoonya_8s2U18UM1DKBGV, 5715823]
[quote, [1023.0, 996.0, 232.0, 36.0], shoonya_8s2U18UM1DKBGV, 5715823]
[quote, [1023.0, 1032.0, 232.0, 36.0], shoonya_8s2U18UM1DKBGV, 5715823]
[paragraph, [2190.0, 1139.0, 489.0, 36.0], hAsTBMI76L, 5715823]
[paragraph, [2190.0, 1175.0, 489.0, 36.0], hAsTBMI76L, 5715823]
[paragraph, [2190.0, 1211.0, 489.0, 36.0], hAsTBMI76L, 5715823]
[paragraph, [2190.0, 1247.0, 489.0, 36.0], hAsTBMI76L, 5715823]
[paragraph, [2190.0, 1283.0, 489.0, 36.0], hAsTBMI76L, 5715823]
