[1337, 839]
[sub-headline, [83.0, 79.0, 224.0, 25.5], fKXHza0BNE, 5770212]
[headline, [185.0, 138.0, 472.0, 25.5], shoonya_0s3BTS88WQ180L, 5770212]
[headline, [185.0, 163.5, 472.0, 25.5], shoonya_0s3BTS88WQ180L, 5770212]
[author, [271.0, 209.0, 292.0, 18.0], nlJLJGrEre, 5770212]
[author, [271.0, 227.0, 292.0, 18.0], nlJLJGrEre, 5770212]
[paragraph, [75.0, 293.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 311.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 329.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 347.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 365.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 383.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 401.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 419.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 437.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 455.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 473.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 491.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 509.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 527.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 545.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 563.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 581.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 599.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 617.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 635.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 653.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 671.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 689.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 707.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 725.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 743.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 761.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 779.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 797.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 815.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 833.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 851.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 869.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 887.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 905.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 923.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 941.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 959.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 977.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 995.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 1013.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 1031.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 1049.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 1067.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 1085.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 1103.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 1121.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 1139.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 1157.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 1175.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 1193.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [75.0, 1211.0, 338.0, 18.0], _QqWhDj5nE, 5770212]
[paragraph, [423.0, 293.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 311.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 329.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 347.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 365.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 383.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 401.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 419.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 437.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 455.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 473.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 491.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 509.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 527.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
