[1823, 1375]
[folio, [626.0, 104.0, 116.0, 36.0], Lny8n32LeD, 5684455]
[folio, [974.0, 104.0, 307.0, 36.0], shoonya_4sSPDELHA1MZIQ, 5684455]
[paragraph, [102.0, 171.0, 579.0, 36.0], shoonya_3s97WNPGEPGT9C, 5684455]
[paragraph, [102.0, 207.0, 579.0, 36.0], shoonya_3s97WNPGEPGT9C, 5684455]
[paragraph, [102.0, 243.0, 579.0, 36.0], shoonya_3s97WNPGEPGT9C, 5684455]
[paragraph, [102.0, 279.0, 579.0, 36.0], shoonya_3s97WNPGEPGT9C, 5684455]
[paragraph, [699.0, 176.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 212.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 248.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 284.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 320.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 356.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 392.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 428.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 464.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 500.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 536.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 572.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 608.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 644.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 680.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 716.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 752.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 788.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 824.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 860.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 896.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 932.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 968.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 1004.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 1040.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 1076.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 1112.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 1148.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 1184.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 1220.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 1256.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 1292.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 1328.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [699.0, 1364.0, 569.0, 36.0], shoonya_0sNZA8IQC1Y5S1, 5684455]
[paragraph, [104.0, 317.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 353.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 389.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 425.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 461.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 497.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 533.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 569.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 605.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 641.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
