[1625, 1211]
[headline, [479.0, 199.0, 635.0, 37.5], Iee_kIp0Nh, 5742099]
[paragraph, [62.0, 390.0, 346.0, 36.0], 93a8ATWxtq, 5742099]
[paragraph, [62.0, 426.0, 346.0, 36.0], 93a8ATWxtq, 5742099]
[paragraph, [62.0, 462.0, 346.0, 36.0], 93a8ATWxtq, 5742099]
[paragraph, [62.0, 498.0, 346.0, 36.0], 93a8ATWxtq, 5742099]
[paragraph, [62.0, 534.0, 346.0, 36.0], 93a8ATWxtq, 5742099]
[paragraph, [62.0, 570.0, 346.0, 36.0], 93a8ATWxtq, 5742099]
[paragraph, [62.0, 606.0, 346.0, 36.0], 93a8ATWxtq, 5742099]
[paragraph, [62.0, 642.0, 346.0, 36.0], 93a8ATWxtq, 5742099]
[paragraph, [422.0, 393.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 429.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 465.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 501.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 537.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 573.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 609.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 645.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 681.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 717.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 753.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 789.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 825.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 861.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [422.0, 897.0, 354.0, 36.0], BBrrbMMGah, 5742099]
[paragraph, [796.0, 398.0, 350.0, 36.0], shoonya_0sYU3UKDZB1R3M, 5742099]
[paragraph, [796.0, 434.0, 350.0, 36.0], shoonya_0sYU3UKDZB1R3M, 5742099]
[paragraph, [796.0, 470.0, 350.0, 36.0], shoonya_0sYU3UKDZB1R3M, 5742099]
[paragraph, [796.0, 506.0, 350.0, 36.0], shoonya_0sYU3UKDZB1R3M, 5742099]
[paragraph, [796.0, 542.0, 350.0, 36.0], shoonya_0sYU3UKDZB1R3M, 5742099]
[paragraph, [796.0, 578.0, 350.0, 36.0], shoonya_0sYU3UKDZB1R3M, 5742099]
[paragraph, [796.0, 625.0, 347.0, 36.0], shoonya_1sP1NU3MRM668K, 5742099]
[paragraph, [796.0, 661.0, 347.0, 36.0], shoonya_1sP1NU3MRM668K, 5742099]
[paragraph, [796.0, 697.0, 347.0, 36.0], shoonya_1sP1NU3MRM668K, 5742099]
[paragraph, [796.0, 733.0, 347.0, 36.0], shoonya_1sP1NU3MRM668K, 5742099]
[paragraph, [796.0, 769.0, 347.0, 36.0], shoonya_1sP1NU3MRM668K, 5742099]
[paragraph, [796.0, 805.0, 347.0, 36.0], shoonya_1sP1NU3MRM668K, 5742099]
[paragraph, [60.0, 714.0, 351.0, 36.0], lsnipxOqKO, 5742099]
[paragraph, [60.0, 750.0, 351.0, 36.0], lsnipxOqKO, 5742099]
[paragraph, [60.0, 786.0, 351.0, 36.0], lsnipxOqKO, 5742099]
[paragraph, [60.0, 822.0, 351.0, 36.0], lsnipxOqKO, 5742099]
[paragraph, [60.0, 858.0, 351.0, 36.0], lsnipxOqKO, 5742099]
[paragraph, [60.0, 894.0, 351.0, 36.0], lsnipxOqKO, 5742099]
[paragraph, [60.0, 930.0, 351.0, 36.0], lsnipxOqKO, 5742099]
[paragraph, [60.0, 966.0, 351.0, 36.0], lsnipxOqKO, 5742099]
[paragraph, [795.0, 850.0, 347.0, 36.0], shoonya_4sXM38B10IF1P1, 5742099]
[paragraph, [795.0, 886.0, 347.0, 36.0], shoonya_4sXM38B10IF1P1, 5742099]
[paragraph, [795.0, 922.0, 347.0, 36.0], shoonya_4sXM38B10IF1P1, 5742099]
[paragraph, [795.0, 958.0, 347.0, 36.0], shoonya_4sXM38B10IF1P1, 5742099]
[paragraph, [795.0, 994.0, 347.0, 36.0], shoonya_4sXM38B10IF1P1, 5742099]
[paragraph, [795.0, 1030.0, 347.0, 36.0], shoonya_4sXM38B10IF1P1, 5742099]
[paragraph, [795.0, 1066.0, 347.0, 36.0], shoonya_4sXM38B10IF1P1, 5742099]
[paragraph, [795.0, 1102.0, 347.0, 36.0], shoonya_4sXM38B10IF1P1, 5742099]
[paragraph, [795.0, 1138.0, 347.0, 36.0], shoonya_4sXM38B10IF1P1, 5742099]
[paragraph, [426.0, 981.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
