[1518, 1075]
[ordered-list, [552.0, 172.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 208.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 244.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 280.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 316.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 352.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 388.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 424.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 460.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 496.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 532.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 568.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 604.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 640.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 676.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 712.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 748.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 784.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 820.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 856.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 892.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 928.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 964.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 1000.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 1036.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 1072.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 1108.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 1144.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 1180.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 1216.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 1252.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [552.0, 1288.0, 436.0, 36.0], shoonya_1sDJ98AR0VC9QD, 5721911]
[ordered-list, [113.0, 175.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 211.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 247.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 283.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 319.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 355.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 391.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 427.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 463.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 499.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 535.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 571.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 607.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 643.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 679.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 715.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 751.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 787.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 823.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 859.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 895.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 931.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 967.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 1003.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 1039.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 1075.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 1111.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 1147.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 1183.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 1219.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 1255.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[ordered-list, [113.0, 1291.0, 390.0, 36.0], shoonya_2sVZCY4YAUFQE5, 5721911]
[folio, [182.0, 1382.0, 445.0, 36.0], qyEExU0kuv, 5721911]
