[3509, 2480]
[section-title, [1089.0, 393.0, 294.0, 93.0], BrlFMXFJTq, 5723869]
[paragraph, [339.0, 696.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 748.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 801.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 853.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 906.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 958.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1011.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1063.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1116.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1168.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1221.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1273.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1326.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1378.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1431.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1483.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1536.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1588.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1641.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1693.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1746.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1798.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1851.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1903.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 1956.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 2008.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 2061.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 2113.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 2166.0, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [339.0, 2218.5, 1790.0, 52.5], shoonya_0sNECC66HAMOUW, 5723869]
[paragraph, [346.0, 2378.0, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 2430.5, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 2483.0, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 2535.5, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 2588.0, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 2640.5, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 2693.0, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 2745.5, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 2798.0, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 2850.5, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 2903.0, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 2955.5, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 3008.0, 1780.0, 52.5], Nc243eD-uO, 5723869]
[paragraph, [346.0, 3060.5, 1780.0, 52.5], Nc243eD-uO, 5723869]
[folio, [24.0, 3372.0, 2288.0, 52.5], pOBgDGAi3w, 5723869]
[folio, [24.0, 3424.5, 2288.0, 52.5], pOBgDGAi3w, 5723869]
