[1265, 863]
[chapter-title, [370.0, 57.0, 207.0, 30.0], shoonya_4s2WLSBUEP2IO0, 5776584]
[paragraph, [162.0, 95.0, 624.0, 18.0], shoonya_3s2NUBFIN56BU5, 5776584]
[paragraph, [162.0, 113.0, 624.0, 18.0], shoonya_3s2NUBFIN56BU5, 5776584]
[paragraph, [162.0, 131.0, 624.0, 18.0], shoonya_3s2NUBFIN56BU5, 5776584]
[paragraph, [162.0, 149.0, 624.0, 18.0], shoonya_3s2NUBFIN56BU5, 5776584]
[paragraph, [159.0, 167.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 185.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 203.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 221.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 239.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 257.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 275.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 293.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 311.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 329.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 347.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 365.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 383.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 401.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 419.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 437.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 455.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 473.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 491.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 509.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 527.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 545.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 563.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 581.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 599.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 617.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 635.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 653.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 671.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 689.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 707.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [159.0, 725.0, 633.0, 18.0], shoonya_1sSQL44WJ8GT0Q, 5776584]
[paragraph, [164.0, 745.0, 625.0, 18.0], shoonya_2sXPZEDH9C6O3K, 5776584]
[paragraph, [164.0, 763.0, 625.0, 18.0], shoonya_2sXPZEDH9C6O3K, 5776584]
[paragraph, [164.0, 781.0, 625.0, 18.0], shoonya_2sXPZEDH9C6O3K, 5776584]
[paragraph, [164.0, 799.0, 625.0, 18.0], shoonya_2sXPZEDH9C6O3K, 5776584]
[paragraph, [165.0, 821.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
