[792, 633]
[chapter-title, [332.0, 131.0, 74.0, 30.0], shoonya_0sETECYQTV0VD5, 6459418]
[paragraph, [194.0, 178.0, 350.0, 18.0], FLsnqzxM5w, 6459418]
[paragraph, [194.0, 196.0, 350.0, 18.0], FLsnqzxM5w, 6459418]
[paragraph, [194.0, 214.0, 350.0, 18.0], FLsnqzxM5w, 6459418]
[paragraph, [194.0, 232.0, 350.0, 18.0], FLsnqzxM5w, 6459418]
[paragraph, [194.0, 250.0, 350.0, 18.0], FLsnqzxM5w, 6459418]
[paragraph, [194.0, 274.0, 351.0, 18.0], U2u7gsx4kX, 6459418]
[paragraph, [194.0, 292.0, 351.0, 18.0], U2u7gsx4kX, 6459418]
[paragraph, [194.0, 310.0, 351.0, 18.0], U2u7gsx4kX, 6459418]
[paragraph, [194.0, 328.0, 351.0, 18.0], U2u7gsx4kX, 6459418]
[paragraph, [194.0, 346.0, 351.0, 18.0], U2u7gsx4kX, 6459418]
[paragraph, [194.0, 364.0, 351.0, 18.0], U2u7gsx4kX, 6459418]
[paragraph, [194.0, 382.0, 351.0, 18.0], U2u7gsx4kX, 6459418]
[paragraph, [194.0, 400.0, 351.0, 18.0], U2u7gsx4kX, 6459418]
[paragraph, [190.0, 417.0, 354.0, 18.0], PUjg0Nlo4l, 6459418]
[paragraph, [190.0, 435.0, 354.0, 18.0], PUjg0Nlo4l, 6459418]
[paragraph, [190.0, 453.0, 354.0, 18.0], PUjg0Nlo4l, 6459418]
[paragraph, [190.0, 471.0, 354.0, 18.0], PUjg0Nlo4l, 6459418]
[paragraph, [192.0, 486.0, 350.0, 18.0], 9h17E66aim, 6459418]
[paragraph, [192.0, 504.0, 350.0, 18.0], 9h17E66aim, 6459418]
[paragraph, [192.0, 522.0, 350.0, 18.0], 9h17E66aim, 6459418]
[paragraph, [192.0, 540.0, 350.0, 18.0], 9h17E66aim, 6459418]
[paragraph, [192.0, 558.0, 350.0, 18.0], 9h17E66aim, 6459418]
[paragraph, [192.0, 576.0, 350.0, 18.0], 9h17E66aim, 6459418]
[paragraph, [192.0, 594.0, 350.0, 18.0], 9h17E66aim, 6459418]
[paragraph, [192.0, 612.0, 350.0, 18.0], 9h17E66aim, 6459418]
[paragraph, [192.0, 630.0, 350.0, 18.0], 9h17E66aim, 6459418]
[jumpline, [343.0, 657.0, 52.0, 18.0], shoonya_4sY23A0LG1H58H, 6459418]
