[792, 612]
[section-title, [165.0, 172.0, 135.0, 30.0], Gn1uNluY0K, 6515454]
[paragraph, [172.0, 220.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [172.0, 238.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [172.0, 256.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [172.0, 274.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [172.0, 292.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [172.0, 310.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [172.0, 328.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [172.0, 346.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [172.0, 364.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [172.0, 382.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [172.0, 400.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [172.0, 418.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [172.0, 436.0, 303.0, 18.0], shoonya_0sKHNPCF5A1A8I, 6515454]
[paragraph, [174.0, 466.0, 298.0, 18.0], shoonya_1s8HQ23F7BBXIJ, 6515454]
[paragraph, [174.0, 484.0, 298.0, 18.0], shoonya_1s8HQ23F7BBXIJ, 6515454]
[paragraph, [174.0, 502.0, 298.0, 18.0], shoonya_1s8HQ23F7BBXIJ, 6515454]
[paragraph, [174.0, 520.0, 298.0, 18.0], shoonya_1s8HQ23F7BBXIJ, 6515454]
[paragraph, [174.0, 538.0, 298.0, 18.0], shoonya_1s8HQ23F7BBXIJ, 6515454]
