[1468, 909]
[folio, [73.0, 72.0, 121.0, 18.0], vsaRv7ulIA, 5769867]
[folio, [73.0, 90.0, 121.0, 18.0], vsaRv7ulIA, 5769867]
[headline, [192.0, 114.0, 510.0, 25.5], 0_qR7HcSm_, 5769867]
[headline, [192.0, 139.5, 510.0, 25.5], 0_qR7HcSm_, 5769867]
[headline, [192.0, 165.0, 510.0, 25.5], 0_qR7HcSm_, 5769867]
[headline, [192.0, 190.5, 510.0, 25.5], 0_qR7HcSm_, 5769867]
[headline, [192.0, 216.0, 510.0, 25.5], 0_qR7HcSm_, 5769867]
[headline, [192.0, 241.5, 510.0, 25.5], 0_qR7HcSm_, 5769867]
[author, [338.0, 279.0, 231.0, 18.0], APzwaVvzlp, 5769867]
[author, [338.0, 297.0, 231.0, 18.0], APzwaVvzlp, 5769867]
[paragraph, [68.0, 376.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 394.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 412.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 430.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 448.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 466.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 484.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 502.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 520.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 538.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 556.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 574.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 592.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 610.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 628.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 646.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [68.0, 664.0, 382.0, 18.0], oqfl-oHc4c, 5769867]
[paragraph, [456.0, 376.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [456.0, 394.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [456.0, 412.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [456.0, 430.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [456.0, 448.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [456.0, 466.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [456.0, 484.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [456.0, 502.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [456.0, 520.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [456.0, 538.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [456.0, 556.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [456.0, 574.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [456.0, 592.0, 367.0, 18.0], ZLHq1nq79S, 5769867]
[paragraph, [459.0, 615.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 633.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 651.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 669.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 687.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 705.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 723.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 741.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 759.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 777.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 795.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 813.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 831.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 849.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 867.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 885.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 903.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 921.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 939.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 957.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[paragraph, [459.0, 975.0, 372.0, 18.0], Tivvwu_X9x, 5769867]
[jumpline, [173.0, 685.0, 193.0, 18.0], dXBmKKy7dq, 5769867]
[paragraph, [77.0, 710.0, 374.0, 18.0], CJsvk4lRsl, 5769867]
[paragraph, [77.0, 728.0, 374.0, 18.0], CJsvk4lRsl, 5769867]
[paragraph, [77.0, 746.0, 374.0, 18.0], CJsvk4lRsl, 5769867]
[paragraph, [77.0, 764.0, 374.0, 18.0], CJsvk4lRsl, 5769867]
[paragraph, [77.0, 782.0, 374.0, 18.0], CJsvk4lRsl, 5769867]
[paragraph, [77.0, 800.0, 374.0, 18.0], CJsvk4lRsl, 5769867]
[paragraph, [77.0, 818.0, 374.0, 18.0], CJsvk4lRsl, 5769867]
[paragraph, [77.0, 836.0, 374.0, 18.0], CJsvk4lRsl, 5769867]
[paragraph, [77.0, 854.0, 374.0, 18.0], CJsvk4lRsl, 5769867]
[paragraph, [77.0, 872.0, 374.0, 18.0], CJsvk4lRsl, 5769867]
[paragraph, [77.0, 890.0, 374.0, 18.0], CJsvk4lRsl, 5769867]
[paragraph, [77.0, 908.0, 374.0, 18.0], CJsvk4lRsl, 5769867]
[paragraph, [79.0, 919.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 937.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 955.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 973.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 991.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 1009.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 1027.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 1045.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 1063.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 1081.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 1099.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 1117.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 1135.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 1153.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 1171.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 1189.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [79.0, 1207.0, 376.0, 18.0], 6hWPiVOVWC, 5769867]
[paragraph, [460.0, 1004.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1022.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1040.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1058.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1076.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1094.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1112.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1130.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1148.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1166.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1184.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1202.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1220.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1238.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[paragraph, [460.0, 1256.0, 370.0, 18.0], zoaNRMrzcO, 5769867]
[footnote, [141.0, 1274.0, 493.0, 18.0], shoonya_0s49MCZ24FKMHS, 5769867]
[footnote, [141.0, 1292.0, 493.0, 18.0], shoonya_0s49MCZ24FKMHS, 5769867]
[footnote, [141.0, 1310.0, 493.0, 18.0], shoonya_0s49MCZ24FKMHS, 5769867]
[footnote, [141.0, 1328.0, 493.0, 18.0], shoonya_0s49MCZ24FKMHS, 5769867]
[footnote, [141.0, 1346.0, 493.0, 18.0], shoonya_0s49MCZ24FKMHS, 5769867]
[footnote, [141.0, 1364.0, 493.0, 18.0], shoonya_0s49MCZ24FKMHS, 5769867]
[footnote, [141.0, 1382.0, 493.0, 18.0], shoonya_0s49MCZ24FKMHS, 5769867]
