[681, 511]
[folio, [61.0, 26.0, 127.0, 18.0], ltpq6Pwr9v, 5761806]
[paragraph, [31.0, 55.0, 221.0, 18.0], shoonya_6sDGN3LAZPEFDP, 5761806]
[paragraph, [31.0, 73.0, 221.0, 18.0], shoonya_6sDGN3LAZPEFDP, 5761806]
[paragraph, [31.0, 91.0, 221.0, 18.0], shoonya_6sDGN3LAZPEFDP, 5761806]
[paragraph, [31.0, 109.0, 221.0, 18.0], shoonya_6sDGN3LAZPEFDP, 5761806]
[paragraph, [31.0, 127.0, 221.0, 18.0], shoonya_6sDGN3LAZPEFDP, 5761806]
[paragraph, [256.0, 64.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 82.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 100.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 118.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 136.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 154.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 172.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 190.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 208.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 226.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 244.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 262.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 280.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 298.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 316.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 334.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [256.0, 352.0, 223.0, 18.0], shoonya_4sZX4OZM2YA9WN, 5761806]
[paragraph, [30.0, 152.0, 222.0, 18.0], shoonya_0sBBLN7QT3U0LP, 5761806]
[paragraph, [30.0, 170.0, 222.0, 18.0], shoonya_0sBBLN7QT3U0LP, 5761806]
[paragraph, [30.0, 188.0, 222.0, 18.0], shoonya_0sBBLN7QT3U0LP, 5761806]
[paragraph, [30.0, 206.0, 222.0, 18.0], shoonya_0sBBLN7QT3U0LP, 5761806]
[paragraph, [30.0, 224.0, 222.0, 18.0], shoonya_0sBBLN7QT3U0LP, 5761806]
[paragraph, [30.0, 242.0, 222.0, 18.0], shoonya_0sBBLN7QT3U0LP, 5761806]
[paragraph, [30.0, 305.0, 221.0, 18.0], shoonya_1s14XEVUPVN5EB, 5761806]
[paragraph, [30.0, 323.0, 221.0, 18.0], shoonya_1s14XEVUPVN5EB, 5761806]
[paragraph, [30.0, 341.0, 221.0, 18.0], shoonya_1s14XEVUPVN5EB, 5761806]
[paragraph, [30.0, 359.0, 221.0, 18.0], shoonya_1s14XEVUPVN5EB, 5761806]
[paragraph, [30.0, 377.0, 221.0, 18.0], shoonya_1s14XEVUPVN5EB, 5761806]
[paragraph, [30.0, 395.0, 221.0, 18.0], shoonya_1s14XEVUPVN5EB, 5761806]
[paragraph, [30.0, 413.0, 221.0, 18.0], shoonya_1s14XEVUPVN5EB, 5761806]
[paragraph, [30.0, 431.0, 221.0, 18.0], shoonya_1s14XEVUPVN5EB, 5761806]
[paragraph, [257.0, 409.0, 223.0, 18.0], shoonya_2s9MNPV9OU7KXQ, 5761806]
[paragraph, [257.0, 427.0, 223.0, 18.0], shoonya_2s9MNPV9OU7KXQ, 5761806]
[paragraph, [257.0, 445.0, 223.0, 18.0], shoonya_2s9MNPV9OU7KXQ, 5761806]
[paragraph, [257.0, 463.0, 223.0, 18.0], shoonya_2s9MNPV9OU7KXQ, 5761806]
[paragraph, [257.0, 481.0, 223.0, 18.0], shoonya_2s9MNPV9OU7KXQ, 5761806]
[paragraph, [31.0, 481.0, 224.0, 18.0], shoonya_10sTKT38PRFUCI, 5761806]
[reference, [29.0, 566.0, 340.0, 18.0], shoonya_3s7KYM6FW12HA4, 5761806]
[reference, [29.0, 584.0, 340.0, 18.0], shoonya_3s7KYM6FW12HA4, 5761806]
[reference, [29.0, 602.0, 340.0, 18.0], shoonya_3s7KYM6FW12HA4, 5761806]
[reference, [29.0, 620.0, 340.0, 18.0], shoonya_3s7KYM6FW12HA4, 5761806]
