[1518, 1075]
[author, [414.0, 161.0, 268.0, 36.0], aUzPfFmObE, 5722158]
[headline, [388.0, 261.0, 321.0, 37.5], HR5oYJ8Clk, 5722158]
[sub-headline, [458.0, 321.0, 181.0, 36.0], 7EJ-El5heY, 5722158]
[paragraph, [554.0, 401.0, 435.0, 36.0], hqixIOIrbq, 5722158]
[paragraph, [554.0, 437.0, 435.0, 36.0], hqixIOIrbq, 5722158]
[paragraph, [554.0, 473.0, 435.0, 36.0], hqixIOIrbq, 5722158]
[paragraph, [108.0, 405.0, 434.0, 36.0], shoonya_0s33B79V9QNYB7, 5722158]
[paragraph, [108.0, 441.0, 434.0, 36.0], shoonya_0s33B79V9QNYB7, 5722158]
[paragraph, [108.0, 477.0, 434.0, 36.0], shoonya_0s33B79V9QNYB7, 5722158]
[paragraph, [108.0, 513.0, 434.0, 36.0], shoonya_0s33B79V9QNYB7, 5722158]
[paragraph, [108.0, 549.0, 434.0, 36.0], shoonya_0s33B79V9QNYB7, 5722158]
[paragraph, [108.0, 585.0, 434.0, 36.0], shoonya_0s33B79V9QNYB7, 5722158]
[paragraph, [108.0, 621.0, 434.0, 36.0], shoonya_0s33B79V9QNYB7, 5722158]
[paragraph, [108.0, 657.0, 434.0, 36.0], shoonya_0s33B79V9QNYB7, 5722158]
[paragraph, [108.0, 693.0, 434.0, 36.0], shoonya_0s33B79V9QNYB7, 5722158]
[ordered-list, [554.0, 512.0, 392.0, 36.0], F5OWfPNK2a, 5722158]
[ordered-list, [554.0, 548.0, 392.0, 36.0], F5OWfPNK2a, 5722158]
[ordered-list, [554.0, 584.0, 392.0, 36.0], F5OWfPNK2a, 5722158]
[paragraph, [551.0, 640.0, 441.0, 36.0], ugk8TYygSd, 5722158]
[paragraph, [551.0, 676.0, 441.0, 36.0], ugk8TYygSd, 5722158]
[paragraph, [551.0, 712.0, 441.0, 36.0], ugk8TYygSd, 5722158]
[paragraph, [551.0, 748.0, 441.0, 36.0], ugk8TYygSd, 5722158]
[paragraph, [108.0, 796.0, 442.0, 36.0], d8QZLoFw2v, 5722158]
[paragraph, [108.0, 832.0, 442.0, 36.0], d8QZLoFw2v, 5722158]
[paragraph, [108.0, 868.0, 442.0, 36.0], d8QZLoFw2v, 5722158]
[paragraph, [108.0, 904.0, 442.0, 36.0], d8QZLoFw2v, 5722158]
[paragraph, [108.0, 940.0, 442.0, 36.0], d8QZLoFw2v, 5722158]
[paragraph, [108.0, 976.0, 442.0, 36.0], d8QZLoFw2v, 5722158]
[paragraph, [108.0, 1012.0, 442.0, 36.0], d8QZLoFw2v, 5722158]
[paragraph, [108.0, 1048.0, 442.0, 36.0], d8QZLoFw2v, 5722158]
[paragraph, [551.0, 823.0, 445.0, 36.0], b6oOj6JjaB, 5722158]
[paragraph, [551.0, 859.0, 445.0, 36.0], b6oOj6JjaB, 5722158]
[paragraph, [551.0, 895.0, 445.0, 36.0], b6oOj6JjaB, 5722158]
[paragraph, [551.0, 931.0, 445.0, 36.0], b6oOj6JjaB, 5722158]
[paragraph, [551.0, 967.0, 445.0, 36.0], b6oOj6JjaB, 5722158]
[paragraph, [551.0, 1003.0, 445.0, 36.0], b6oOj6JjaB, 5722158]
[paragraph, [551.0, 1039.0, 445.0, 36.0], b6oOj6JjaB, 5722158]
[paragraph, [551.0, 1075.0, 445.0, 36.0], b6oOj6JjaB, 5722158]
[paragraph, [108.0, 1134.0, 438.0, 36.0], HARKPuUEXH, 5722158]
[paragraph, [108.0, 1170.0, 438.0, 36.0], HARKPuUEXH, 5722158]
[paragraph, [108.0, 1206.0, 438.0, 36.0], HARKPuUEXH, 5722158]
[paragraph, [108.0, 1242.0, 438.0, 36.0], HARKPuUEXH, 5722158]
[paragraph, [554.0, 1163.0, 440.0, 36.0], _Xs7v6WSt-, 5722158]
[paragraph, [554.0, 1199.0, 440.0, 36.0], _Xs7v6WSt-, 5722158]
[paragraph, [554.0, 1235.0, 440.0, 36.0], _Xs7v6WSt-, 5722158]
[paragraph, [554.0, 1271.0, 440.0, 36.0], _Xs7v6WSt-, 5722158]
[ordered-list, [103.0, 1297.0, 398.0, 36.0], KuConwZMpx, 5722158]
