[1152, 739]
[section-title, [340.0, 270.0, 65.0, 30.0], Ef1wScU3GO, 5740968]
[paragraph, [69.0, 329.0, 576.0, 18.0], FfD1I_RgdA, 5740968]
[paragraph, [69.0, 347.0, 576.0, 18.0], FfD1I_RgdA, 5740968]
[paragraph, [69.0, 365.0, 576.0, 18.0], FfD1I_RgdA, 5740968]
[paragraph, [79.0, 396.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 414.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 432.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 450.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 468.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 486.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 504.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 522.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 540.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 558.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 576.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 594.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 612.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 630.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 648.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 666.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 684.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 702.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 720.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 738.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 756.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 774.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 792.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 810.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 828.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 846.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 864.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 882.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 900.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 918.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 936.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 954.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 972.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[paragraph, [79.0, 990.0, 570.0, 18.0], B72PMmw4Zr, 5740968]
[footnote, [418.0, 1112.0, 271.0, 18.0], c3PvjDzqKL, 5740968]
