[1565, 1152]
[paragraph, [743.0, 115.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 151.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 187.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 223.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 259.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 295.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 331.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 367.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 403.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 439.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 475.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 511.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 547.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 583.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 619.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 655.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 691.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 727.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 763.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 799.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 835.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 871.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 907.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 943.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 979.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 1015.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 1051.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 1087.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 1123.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 1159.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 1195.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 1231.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [743.0, 1267.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [429.0, 550.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 586.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 622.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 658.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 694.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 730.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 766.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 802.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 838.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 874.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 910.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 946.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 982.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 1018.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 1054.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 1090.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 1126.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 1162.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 1198.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 1234.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 1270.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 1306.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 1342.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
[paragraph, [429.0, 1378.0, 294.0, 36.0], shoonya_2sG5DAR028HSS9, 5712723]
