[2339, 1654]
[section-title, [184.0, 264.0, 140.0, 52.5], eO_oygzryZ, 5757099]
[ordered-list, [173.0, 318.0, 687.0, 36.0], dlALyE6-vF, 5757099]
[ordered-list, [173.0, 354.0, 687.0, 36.0], dlALyE6-vF, 5757099]
[section-title, [173.0, 461.0, 552.0, 52.5], F2lvKO45_X, 5757099]
[ordered-list, [180.0, 560.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[ordered-list, [180.0, 596.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[ordered-list, [180.0, 632.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[ordered-list, [180.0, 668.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[ordered-list, [180.0, 704.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[ordered-list, [180.0, 740.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[ordered-list, [180.0, 776.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[ordered-list, [180.0, 812.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[ordered-list, [180.0, 848.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[ordered-list, [180.0, 884.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[ordered-list, [180.0, 920.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[ordered-list, [180.0, 956.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[ordered-list, [180.0, 992.0, 730.0, 36.0], 0d8fnlDupf, 5757099]
[paragraph, [188.0, 1086.0, 1179.0, 36.0], XCI8UG8QqS, 5757099]
[paragraph, [188.0, 1122.0, 1179.0, 36.0], XCI8UG8QqS, 5757099]
[paragraph, [188.0, 1158.0, 1179.0, 36.0], XCI8UG8QqS, 5757099]
[ordered-list, [165.0, 1188.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1224.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1260.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1296.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1332.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1368.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1404.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1440.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1476.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1512.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1548.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1584.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1620.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[ordered-list, [165.0, 1656.0, 1211.0, 36.0], mWghkx_N8b, 5757099]
[section-title, [182.0, 1740.0, 387.0, 52.5], KF06YsQm5I, 5757099]
[paragraph, [182.0, 1790.0, 1312.0, 36.0], 5b5LHJxNQ-, 5757099]
[paragraph, [182.0, 1826.0, 1312.0, 36.0], 5b5LHJxNQ-, 5757099]
[paragraph, [182.0, 1862.0, 1312.0, 36.0], 5b5LHJxNQ-, 5757099]
[paragraph, [182.0, 1898.0, 1312.0, 36.0], 5b5LHJxNQ-, 5757099]
[paragraph, [182.0, 1934.0, 1312.0, 36.0], 5b5LHJxNQ-, 5757099]
[paragraph, [182.0, 1970.0, 1312.0, 36.0], 5b5LHJxNQ-, 5757099]
[paragraph, [182.0, 2006.0, 1312.0, 36.0], 5b5LHJxNQ-, 5757099]
