[1368, 844]
[folio, [632.0, 60.0, 117.0, 18.0], lFWemysOqF, 5782362]
[folio, [632.0, 78.0, 117.0, 18.0], lFWemysOqF, 5782362]
[ordered-list, [113.0, 149.0, 645.0, 18.0], shoonya_0s5QDH3SEFK9ZB, 5782362]
[ordered-list, [113.0, 167.0, 645.0, 18.0], shoonya_0s5QDH3SEFK9ZB, 5782362]
[ordered-list, [113.0, 185.0, 645.0, 18.0], shoonya_0s5QDH3SEFK9ZB, 5782362]
[ordered-list, [113.0, 203.0, 645.0, 18.0], shoonya_0s5QDH3SEFK9ZB, 5782362]
[ordered-list, [113.0, 221.0, 645.0, 18.0], shoonya_0s5QDH3SEFK9ZB, 5782362]
[ordered-list, [113.0, 239.0, 645.0, 18.0], shoonya_0s5QDH3SEFK9ZB, 5782362]
[ordered-list, [113.0, 257.0, 645.0, 18.0], shoonya_0s5QDH3SEFK9ZB, 5782362]
[ordered-list, [113.0, 275.0, 645.0, 18.0], shoonya_0s5QDH3SEFK9ZB, 5782362]
[ordered-list, [113.0, 293.0, 645.0, 18.0], shoonya_0s5QDH3SEFK9ZB, 5782362]
[ordered-list, [104.0, 324.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 342.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 360.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 378.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 396.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 414.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 432.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 450.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 468.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 486.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 504.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 522.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 540.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 558.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 576.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 594.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 612.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 630.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 648.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 666.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 684.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 702.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 720.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 738.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 756.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 774.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 792.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 810.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 828.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 846.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 864.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 882.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 900.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 918.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 936.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 954.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 972.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 990.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 1008.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 1026.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 1044.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 1062.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 1080.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 1098.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 1116.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 1134.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 1152.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 1170.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 1188.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[ordered-list, [104.0, 1206.0, 658.0, 18.0], G6r5HE70tl, 5782362]
[sub-ordered-list, [112.0, 476.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 494.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 512.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 530.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 548.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 566.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 584.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 602.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 620.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 638.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 656.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 674.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 692.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 710.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 728.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 746.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 764.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 782.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 800.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 818.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 836.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 854.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 872.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [112.0, 890.0, 646.0, 18.0], shoonya_2s179BGS9JBRHG, 5782362]
[sub-ordered-list, [114.0, 1041.0, 642.0, 18.0], shoonya_3sZ4OBI8UX0UHW, 5782362]
[sub-ordered-list, [114.0, 1059.0, 642.0, 18.0], shoonya_3sZ4OBI8UX0UHW, 5782362]
[sub-ordered-list, [114.0, 1077.0, 642.0, 18.0], shoonya_3sZ4OBI8UX0UHW, 5782362]
[sub-ordered-list, [114.0, 1095.0, 642.0, 18.0], shoonya_3sZ4OBI8UX0UHW, 5782362]
[sub-ordered-list, [114.0, 1113.0, 642.0, 18.0], shoonya_3sZ4OBI8UX0UHW, 5782362]
[sub-ordered-list, [114.0, 1131.0, 642.0, 18.0], shoonya_3sZ4OBI8UX0UHW, 5782362]
[sub-ordered-list, [114.0, 1149.0, 642.0, 18.0], shoonya_3sZ4OBI8UX0UHW, 5782362]
[sub-ordered-list, [114.0, 1167.0, 642.0, 18.0], shoonya_3sZ4OBI8UX0UHW, 5782362]
[sub-ordered-list, [114.0, 1185.0, 642.0, 18.0], shoonya_3sZ4OBI8UX0UHW, 5782362]
[sub-ordered-list, [114.0, 1203.0, 642.0, 18.0], shoonya_3sZ4OBI8UX0UHW, 5782362]
