[3508, 2481]
[section-title, [561.0, 400.0, 1432.0, 93.0], U1TtEtzzJs, 5724513]
[section-title, [561.0, 493.0, 1432.0, 93.0], U1TtEtzzJs, 5724513]
[unordered-list, [544.0, 711.0, 1115.0, 52.5], shoonya_1sRZ0PBXLTJ7ZO, 5724513]
[unordered-list, [544.0, 763.5, 1115.0, 52.5], shoonya_1sRZ0PBXLTJ7ZO, 5724513]
[unordered-list, [544.0, 816.0, 1115.0, 52.5], shoonya_1sRZ0PBXLTJ7ZO, 5724513]
[paragraph, [390.0, 1046.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1098.5, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1151.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1203.5, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1256.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1308.5, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1361.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1413.5, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1466.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1518.5, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1571.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1623.5, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1676.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1728.5, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1781.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1833.5, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1886.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1938.5, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 1991.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 2043.5, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 2096.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 2148.5, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 2201.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 2253.5, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
[paragraph, [390.0, 2306.0, 1771.0, 52.5], shoonya_0sJ2O0J8RH7IPW, 5724513]
