[1987, 1270]
[folio, [587.0, 121.0, 92.0, 36.0], shoonya_6sQCTWJA7YOT9Z, 5682088]
[paragraph, [121.0, 194.0, 1024.0, 36.0], shoonya_5s67VB9YVYWEN4, 5682088]
[paragraph, [121.0, 230.0, 1024.0, 36.0], shoonya_5s67VB9YVYWEN4, 5682088]
[paragraph, [121.0, 266.0, 1024.0, 36.0], shoonya_5s67VB9YVYWEN4, 5682088]
[paragraph, [121.0, 302.0, 1024.0, 36.0], shoonya_5s67VB9YVYWEN4, 5682088]
[paragraph, [121.0, 338.0, 1024.0, 36.0], shoonya_5s67VB9YVYWEN4, 5682088]
[paragraph, [121.0, 374.0, 1024.0, 36.0], shoonya_5s67VB9YVYWEN4, 5682088]
[paragraph, [121.0, 410.0, 1024.0, 36.0], shoonya_5s67VB9YVYWEN4, 5682088]
[paragraph, [124.0, 456.0, 1021.0, 36.0], shoonya_7sC4G6YYRXDFOC, 5682088]
[paragraph, [124.0, 492.0, 1021.0, 36.0], shoonya_7sC4G6YYRXDFOC, 5682088]
[paragraph, [126.0, 562.0, 1017.0, 36.0], shoonya_0sLTU5S755KD9M, 5682088]
[paragraph, [126.0, 598.0, 1017.0, 36.0], shoonya_0sLTU5S755KD9M, 5682088]
[paragraph, [173.0, 667.0, 821.0, 36.0], shoonya_4s1QEJIYPXJ5F1, 5682088]
[paragraph, [117.0, 721.0, 1027.0, 36.0], UU52n3KmHw, 5682088]
[paragraph, [117.0, 757.0, 1027.0, 36.0], UU52n3KmHw, 5682088]
[paragraph, [118.0, 824.0, 1026.0, 36.0], shoonya_3sNDHVDYOQT4IY, 5682088]
[paragraph, [118.0, 860.0, 1026.0, 36.0], shoonya_3sNDHVDYOQT4IY, 5682088]
[paragraph, [118.0, 896.0, 1026.0, 36.0], shoonya_3sNDHVDYOQT4IY, 5682088]
[paragraph, [118.0, 932.0, 1026.0, 36.0], shoonya_3sNDHVDYOQT4IY, 5682088]
[paragraph, [123.0, 980.0, 1020.0, 36.0], YGAZEZ5EfM, 5682088]
[paragraph, [123.0, 1016.0, 1020.0, 36.0], YGAZEZ5EfM, 5682088]
[paragraph, [124.0, 1087.0, 1020.0, 36.0], qPYZXER0yw, 5682088]
[paragraph, [124.0, 1123.0, 1020.0, 36.0], qPYZXER0yw, 5682088]
[paragraph, [124.0, 1191.0, 1018.0, 36.0], shoonya_2sMDUJFYZGU7US, 5682088]
[paragraph, [124.0, 1227.0, 1018.0, 36.0], shoonya_2sMDUJFYZGU7US, 5682088]
[paragraph, [124.0, 1263.0, 1018.0, 36.0], shoonya_2sMDUJFYZGU7US, 5682088]
[paragraph, [124.0, 1299.0, 1018.0, 36.0], shoonya_2sMDUJFYZGU7US, 5682088]
[paragraph, [124.0, 1335.0, 1018.0, 36.0], shoonya_2sMDUJFYZGU7US, 5682088]
[paragraph, [124.0, 1371.0, 1018.0, 36.0], shoonya_2sMDUJFYZGU7US, 5682088]
[paragraph, [124.0, 1407.0, 1018.0, 36.0], shoonya_2sMDUJFYZGU7US, 5682088]
[paragraph, [124.0, 1443.0, 1018.0, 36.0], shoonya_2sMDUJFYZGU7US, 5682088]
[paragraph, [124.0, 1479.0, 1018.0, 36.0], shoonya_2sMDUJFYZGU7US, 5682088]
[paragraph, [124.0, 1515.0, 1018.0, 36.0], shoonya_2sMDUJFYZGU7US, 5682088]
[paragraph, [124.0, 1551.0, 1018.0, 36.0], shoonya_2sMDUJFYZGU7US, 5682088]
[paragraph, [123.0, 1608.0, 1021.0, 36.0], shoonya_1sSE32Z0DVTS0K, 5682088]
[paragraph, [123.0, 1644.0, 1021.0, 36.0], shoonya_1sSE32Z0DVTS0K, 5682088]
[paragraph, [123.0, 1680.0, 1021.0, 36.0], shoonya_1sSE32Z0DVTS0K, 5682088]
[paragraph, [123.0, 1716.0, 1021.0, 36.0], shoonya_1sSE32Z0DVTS0K, 5682088]
[paragraph, [123.0, 1752.0, 1021.0, 36.0], shoonya_1sSE32Z0DVTS0K, 5682088]
[paragraph, [123.0, 1788.0, 1021.0, 36.0], shoonya_1sSE32Z0DVTS0K, 5682088]
[paragraph, [123.0, 1824.0, 1021.0, 36.0], shoonya_1sSE32Z0DVTS0K, 5682088]
