[1625, 1211]
[headline, [87.0, 148.0, 1028.0, 37.5], gkGypWkoEI, 5742419]
[paragraph, [423.0, 252.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 288.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 324.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 360.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 396.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 432.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 468.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 504.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 540.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 576.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 612.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 648.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 684.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [423.0, 720.0, 358.0, 36.0], jS03mEnSgq, 5742419]
[paragraph, [798.0, 252.0, 346.0, 36.0], 2EInUrhzp8, 5742419]
[paragraph, [798.0, 288.0, 346.0, 36.0], 2EInUrhzp8, 5742419]
[paragraph, [798.0, 324.0, 346.0, 36.0], 2EInUrhzp8, 5742419]
[paragraph, [798.0, 360.0, 346.0, 36.0], 2EInUrhzp8, 5742419]
[paragraph, [798.0, 396.0, 346.0, 36.0], 2EInUrhzp8, 5742419]
[paragraph, [798.0, 432.0, 346.0, 36.0], 2EInUrhzp8, 5742419]
[paragraph, [798.0, 468.0, 346.0, 36.0], 2EInUrhzp8, 5742419]
[paragraph, [61.0, 256.0, 352.0, 36.0], wTsrHcaFae, 5742419]
[paragraph, [61.0, 292.0, 352.0, 36.0], wTsrHcaFae, 5742419]
[paragraph, [61.0, 328.0, 352.0, 36.0], wTsrHcaFae, 5742419]
[paragraph, [61.0, 364.0, 352.0, 36.0], wTsrHcaFae, 5742419]
[paragraph, [61.0, 400.0, 352.0, 36.0], wTsrHcaFae, 5742419]
[paragraph, [63.0, 483.0, 347.0, 36.0], heqWw7uEdJ, 5742419]
[paragraph, [63.0, 519.0, 347.0, 36.0], heqWw7uEdJ, 5742419]
[paragraph, [63.0, 555.0, 347.0, 36.0], heqWw7uEdJ, 5742419]
[paragraph, [63.0, 591.0, 347.0, 36.0], heqWw7uEdJ, 5742419]
[paragraph, [792.0, 544.0, 346.0, 36.0], 6vanvL1oBd, 5742419]
[paragraph, [792.0, 580.0, 346.0, 36.0], 6vanvL1oBd, 5742419]
[paragraph, [792.0, 616.0, 346.0, 36.0], 6vanvL1oBd, 5742419]
[paragraph, [792.0, 652.0, 346.0, 36.0], 6vanvL1oBd, 5742419]
[paragraph, [792.0, 688.0, 346.0, 36.0], 6vanvL1oBd, 5742419]
[paragraph, [792.0, 724.0, 346.0, 36.0], 6vanvL1oBd, 5742419]
[paragraph, [792.0, 760.0, 346.0, 36.0], 6vanvL1oBd, 5742419]
[paragraph, [792.0, 796.0, 346.0, 36.0], 6vanvL1oBd, 5742419]
[paragraph, [792.0, 832.0, 346.0, 36.0], 6vanvL1oBd, 5742419]
[paragraph, [65.0, 643.0, 344.0, 36.0], j0E9uW5WbQ, 5742419]
[paragraph, [65.0, 679.0, 344.0, 36.0], j0E9uW5WbQ, 5742419]
[paragraph, [65.0, 715.0, 344.0, 36.0], j0E9uW5WbQ, 5742419]
[paragraph, [65.0, 751.0, 344.0, 36.0], j0E9uW5WbQ, 5742419]
[paragraph, [65.0, 787.0, 344.0, 36.0], j0E9uW5WbQ, 5742419]
[paragraph, [65.0, 823.0, 344.0, 36.0], j0E9uW5WbQ, 5742419]
[paragraph, [424.0, 770.0, 349.0, 36.0], M-AHh2hcFt, 5742419]
[paragraph, [424.0, 806.0, 349.0, 36.0], M-AHh2hcFt, 5742419]
[paragraph, [424.0, 842.0, 349.0, 36.0], M-AHh2hcFt, 5742419]
[paragraph, [58.0, 958.0, 349.0, 36.0], R7IpddbM7H, 5742419]
[paragraph, [58.0, 994.0, 349.0, 36.0], R7IpddbM7H, 5742419]
[paragraph, [58.0, 1030.0, 349.0, 36.0], R7IpddbM7H, 5742419]
[paragraph, [58.0, 1066.0, 349.0, 36.0], R7IpddbM7H, 5742419]
[paragraph, [58.0, 1102.0, 349.0, 36.0], R7IpddbM7H, 5742419]
[paragraph, [58.0, 1138.0, 349.0, 36.0], R7IpddbM7H, 5742419]
[paragraph, [58.0, 1174.0, 349.0, 36.0], R7IpddbM7H, 5742419]
[paragraph, [426.0, 961.0, 346.0, 36.0], 6bm3E_N0p9, 5742419]
[paragraph, [426.0, 997.0, 346.0, 36.0], 6bm3E_N0p9, 5742419]
[paragraph, [426.0, 1033.0, 346.0, 36.0], 6bm3E_N0p9, 5742419]
[paragraph, [426.0, 1069.0, 346.0, 36.0], 6bm3E_N0p9, 5742419]
[paragraph, [787.0, 961.0, 349.0, 36.0], OI9bc0LMr7, 5742419]
[paragraph, [787.0, 997.0, 349.0, 36.0], OI9bc0LMr7, 5742419]
[paragraph, [787.0, 1033.0, 349.0, 36.0], OI9bc0LMr7, 5742419]
[paragraph, [787.0, 1069.0, 349.0, 36.0], OI9bc0LMr7, 5742419]
[paragraph, [787.0, 1105.0, 349.0, 36.0], OI9bc0LMr7, 5742419]
[paragraph, [787.0, 1141.0, 349.0, 36.0], OI9bc0LMr7, 5742419]
[paragraph, [787.0, 1177.0, 349.0, 36.0], OI9bc0LMr7, 5742419]
[paragraph, [420.0, 1123.0, 349.0, 36.0], zbggnEav_V, 5742419]
[paragraph, [420.0, 1159.0, 349.0, 36.0], zbggnEav_V, 5742419]
[paragraph, [420.0, 1195.0, 349.0, 36.0], zbggnEav_V, 5742419]
