[2230, 1630]
[section-title, [541.0, 107.0, 545.0, 52.5], shoonya_2sLSL0NRXR3BAV, 5757799]
[section-title, [541.0, 159.5, 545.0, 52.5], shoonya_2sLSL0NRXR3BAV, 5757799]
[paragraph, [107.0, 240.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 276.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 312.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 348.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 384.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 420.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 456.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 492.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 528.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 564.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 600.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 636.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 672.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 708.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [107.0, 744.0, 1421.0, 36.0], shoonya_3s86UVHC4KN0MY, 5757799]
[paragraph, [106.0, 831.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 867.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 903.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 939.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 975.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 1011.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 1047.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 1083.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 1119.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 1155.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 1191.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 1227.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 1263.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 1299.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 1335.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 1371.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
[paragraph, [106.0, 1407.0, 1421.0, 36.0], shoonya_0sXIGKP3OQCBXK, 5757799]
