[1787, 1218]
[section-title, [490.0, 248.0, 245.0, 49.5], 74gQnYoPMh, 5650927]
[author, [907.0, 350.0, 207.0, 36.0], FJnos1fFii, 5650927]
[paragraph, [103.0, 447.0, 1011.0, 36.0], shoonya_0sSEY8JSLW56TK, 5650927]
[paragraph, [103.0, 483.0, 1011.0, 36.0], shoonya_0sSEY8JSLW56TK, 5650927]
[paragraph, [103.0, 519.0, 1011.0, 36.0], shoonya_0sSEY8JSLW56TK, 5650927]
[paragraph, [103.0, 555.0, 1011.0, 36.0], shoonya_0sSEY8JSLW56TK, 5650927]
[paragraph, [103.0, 591.0, 1011.0, 36.0], shoonya_0sSEY8JSLW56TK, 5650927]
[paragraph, [103.0, 627.0, 1011.0, 36.0], shoonya_0sSEY8JSLW56TK, 5650927]
[paragraph, [103.0, 663.0, 1011.0, 36.0], shoonya_0sSEY8JSLW56TK, 5650927]
[paragraph, [103.0, 699.0, 1011.0, 36.0], shoonya_0sSEY8JSLW56TK, 5650927]
[paragraph, [103.0, 735.0, 1011.0, 36.0], shoonya_0sSEY8JSLW56TK, 5650927]
[paragraph, [103.0, 771.0, 1011.0, 36.0], shoonya_0sSEY8JSLW56TK, 5650927]
[paragraph, [103.0, 807.0, 1011.0, 36.0], shoonya_0sSEY8JSLW56TK, 5650927]
[paragraph, [103.0, 843.0, 1011.0, 36.0], shoonya_0sSEY8JSLW56TK, 5650927]
[paragraph, [102.0, 905.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[paragraph, [102.0, 941.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[paragraph, [102.0, 977.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[paragraph, [102.0, 1013.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[paragraph, [102.0, 1049.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[paragraph, [102.0, 1085.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[paragraph, [102.0, 1121.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[paragraph, [102.0, 1157.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[paragraph, [102.0, 1193.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[paragraph, [102.0, 1229.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[paragraph, [102.0, 1265.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[paragraph, [102.0, 1301.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[paragraph, [102.0, 1337.0, 1014.0, 36.0], shoonya_1s4JPZ6L521CY5, 5650927]
[ordered-list, [165.0, 1411.0, 934.0, 36.0], g0QAHXCik6, 5650927]
[paragraph, [94.0, 1444.0, 1026.0, 36.0], qmyBAqdSME, 5650927]
[paragraph, [94.0, 1480.0, 1026.0, 36.0], qmyBAqdSME, 5650927]
[paragraph, [94.0, 1516.0, 1026.0, 36.0], qmyBAqdSME, 5650927]
[paragraph, [94.0, 1552.0, 1026.0, 36.0], qmyBAqdSME, 5650927]
