[1242, 857]
[chapter-title, [348.0, 36.0, 274.0, 30.0], shoonya_8sUZZWQDP3OY8J, 5776188]
[paragraph, [170.0, 77.0, 638.0, 18.0], shoonya_5sYMGWUILINVHI, 5776188]
[paragraph, [170.0, 95.0, 638.0, 18.0], shoonya_5sYMGWUILINVHI, 5776188]
[paragraph, [170.0, 113.0, 638.0, 18.0], shoonya_5sYMGWUILINVHI, 5776188]
[paragraph, [170.0, 131.0, 638.0, 18.0], shoonya_5sYMGWUILINVHI, 5776188]
[paragraph, [171.0, 157.0, 638.0, 18.0], shoonya_1s0XFQII0YTFRF, 5776188]
[paragraph, [171.0, 175.0, 638.0, 18.0], shoonya_1s0XFQII0YTFRF, 5776188]
[paragraph, [171.0, 193.0, 638.0, 18.0], shoonya_1s0XFQII0YTFRF, 5776188]
[paragraph, [171.0, 211.0, 638.0, 18.0], shoonya_1s0XFQII0YTFRF, 5776188]
[paragraph, [171.0, 229.0, 638.0, 18.0], shoonya_1s0XFQII0YTFRF, 5776188]
[paragraph, [171.0, 247.0, 638.0, 18.0], shoonya_1s0XFQII0YTFRF, 5776188]
[paragraph, [171.0, 265.0, 638.0, 18.0], shoonya_1s0XFQII0YTFRF, 5776188]
[paragraph, [171.0, 283.0, 638.0, 18.0], shoonya_1s0XFQII0YTFRF, 5776188]
[paragraph, [171.0, 301.0, 638.0, 18.0], shoonya_1s0XFQII0YTFRF, 5776188]
[paragraph, [171.0, 319.0, 638.0, 18.0], shoonya_1s0XFQII0YTFRF, 5776188]
[paragraph, [171.0, 337.0, 638.0, 18.0], shoonya_1s0XFQII0YTFRF, 5776188]
[paragraph, [171.0, 355.0, 638.0, 18.0], shoonya_1s0XFQII0YTFRF, 5776188]
[paragraph, [173.0, 382.0, 638.0, 18.0], shoonya_0s9LUGJLYQHM8U, 5776188]
[paragraph, [173.0, 400.0, 638.0, 18.0], shoonya_0s9LUGJLYQHM8U, 5776188]
[paragraph, [173.0, 418.0, 638.0, 18.0], shoonya_0s9LUGJLYQHM8U, 5776188]
[paragraph, [173.0, 436.0, 638.0, 18.0], shoonya_0s9LUGJLYQHM8U, 5776188]
[paragraph, [173.0, 454.0, 638.0, 18.0], shoonya_0s9LUGJLYQHM8U, 5776188]
[paragraph, [173.0, 472.0, 638.0, 18.0], shoonya_0s9LUGJLYQHM8U, 5776188]
[paragraph, [173.0, 490.0, 638.0, 18.0], shoonya_0s9LUGJLYQHM8U, 5776188]
[paragraph, [173.0, 508.0, 638.0, 18.0], shoonya_0s9LUGJLYQHM8U, 5776188]
[paragraph, [173.0, 526.0, 638.0, 18.0], shoonya_0s9LUGJLYQHM8U, 5776188]
[paragraph, [173.0, 544.0, 638.0, 18.0], shoonya_0s9LUGJLYQHM8U, 5776188]
[paragraph, [173.0, 562.0, 638.0, 18.0], shoonya_0s9LUGJLYQHM8U, 5776188]
[paragraph, [174.0, 584.0, 636.0, 18.0], shoonya_3s9AQP200CW127, 5776188]
[paragraph, [174.0, 602.0, 636.0, 18.0], shoonya_3s9AQP200CW127, 5776188]
[paragraph, [174.0, 620.0, 636.0, 18.0], shoonya_3s9AQP200CW127, 5776188]
[paragraph, [174.0, 638.0, 636.0, 18.0], shoonya_3s9AQP200CW127, 5776188]
[paragraph, [174.0, 656.0, 636.0, 18.0], shoonya_3s9AQP200CW127, 5776188]
[paragraph, [174.0, 674.0, 636.0, 18.0], shoonya_3s9AQP200CW127, 5776188]
[paragraph, [174.0, 692.0, 636.0, 18.0], shoonya_3s9AQP200CW127, 5776188]
[paragraph, [176.0, 732.0, 638.0, 18.0], shoonya_2sMZ88IO63W6OU, 5776188]
[paragraph, [176.0, 750.0, 638.0, 18.0], shoonya_2sMZ88IO63W6OU, 5776188]
[paragraph, [176.0, 768.0, 638.0, 18.0], shoonya_2sMZ88IO63W6OU, 5776188]
[paragraph, [176.0, 786.0, 638.0, 18.0], shoonya_2sMZ88IO63W6OU, 5776188]
[paragraph, [176.0, 804.0, 638.0, 18.0], shoonya_2sMZ88IO63W6OU, 5776188]
[paragraph, [176.0, 822.0, 638.0, 18.0], shoonya_2sMZ88IO63W6OU, 5776188]
[paragraph, [176.0, 840.0, 638.0, 18.0], shoonya_2sMZ88IO63W6OU, 5776188]
[paragraph, [176.0, 858.0, 638.0, 18.0], shoonya_2sMZ88IO63W6OU, 5776188]
[paragraph, [176.0, 884.0, 638.0, 18.0], shoonya_4sNNNVSBJSPEH2, 5776188]
[paragraph, [176.0, 902.0, 638.0, 18.0], shoonya_4sNNNVSBJSPEH2, 5776188]
[paragraph, [176.0, 920.0, 638.0, 18.0], shoonya_4sNNNVSBJSPEH2, 5776188]
[paragraph, [176.0, 938.0, 638.0, 18.0], shoonya_4sNNNVSBJSPEH2, 5776188]
[paragraph, [176.0, 956.0, 638.0, 18.0], shoonya_4sNNNVSBJSPEH2, 5776188]
[paragraph, [176.0, 974.0, 638.0, 18.0], shoonya_4sNNNVSBJSPEH2, 5776188]
[paragraph, [176.0, 992.0, 638.0, 18.0], shoonya_4sNNNVSBJSPEH2, 5776188]
[paragraph, [176.0, 1010.0, 638.0, 18.0], shoonya_4sNNNVSBJSPEH2, 5776188]
[paragraph, [199.0, 1035.0, 216.0, 18.0], shoonya_6s0WOYT8M0R7PG, 5776188]
[paragraph, [198.0, 1061.0, 612.0, 18.0], shoonya_7sQMPV5ZO624XM, 5776188]
