[2339, 1653]
[folio, [207.0, 366.0, 163.0, 36.0], shoonya_10sPIJ47R2Z0LN, 5735743]
[folio, [1108.0, 371.0, 338.0, 36.0], LbNQm3QAM1, 5735743]
[paragraph, [202.0, 419.0, 625.0, 36.0], shoonya_9sHKZ67K7DYZDC, 5735743]
[paragraph, [202.0, 455.0, 625.0, 36.0], shoonya_9sHKZ67K7DYZDC, 5735743]
[paragraph, [837.0, 423.0, 606.0, 36.0], shoonya_8sQ7MZKFD3YL6A, 5735743]
[paragraph, [837.0, 459.0, 606.0, 36.0], shoonya_8sQ7MZKFD3YL6A, 5735743]
[sidebar, [1492.0, 483.0, 134.0, 36.0], shoonya_11sBQZBJ64PIWQ, 5735743]
[paragraph, [202.0, 516.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 552.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 588.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 624.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 660.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 696.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 732.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 768.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 804.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 840.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 876.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 912.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 948.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 984.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 1020.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 1056.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 1092.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [202.0, 1128.0, 617.0, 36.0], shoonya_1sPVQQF869JM54, 5735743]
[paragraph, [836.0, 520.0, 611.0, 36.0], shoonya_3sXP14D4IEH704, 5735743]
[paragraph, [836.0, 556.0, 611.0, 36.0], shoonya_3sXP14D4IEH704, 5735743]
[paragraph, [836.0, 592.0, 611.0, 36.0], shoonya_3sXP14D4IEH704, 5735743]
[paragraph, [836.0, 628.0, 611.0, 36.0], shoonya_3sXP14D4IEH704, 5735743]
[paragraph, [836.0, 664.0, 611.0, 36.0], shoonya_3sXP14D4IEH704, 5735743]
[paragraph, [836.0, 700.0, 611.0, 36.0], shoonya_3sXP14D4IEH704, 5735743]
[paragraph, [836.0, 736.0, 611.0, 36.0], shoonya_3sXP14D4IEH704, 5735743]
[paragraph, [836.0, 801.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 837.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 873.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 909.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 945.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 981.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 1017.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 1053.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 1089.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 1125.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 1161.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 1197.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 1233.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 1269.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [836.0, 1305.0, 613.0, 36.0], shoonya_2sXO2V49Z4WFSR, 5735743]
[paragraph, [201.0, 1177.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1213.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1249.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1285.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1321.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1357.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1393.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1429.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1465.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1501.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1537.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1573.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1609.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1645.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1681.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1717.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1753.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1789.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1825.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1861.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1897.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1933.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [201.0, 1969.0, 615.0, 36.0], shoonya_0sIY56QM9P2KH1, 5735743]
[paragraph, [837.0, 1362.0, 612.0, 36.0], shoonya_4s03OCNGYW1XPN, 5735743]
[paragraph, [837.0, 1398.0, 612.0, 36.0], shoonya_4s03OCNGYW1XPN, 5735743]
[paragraph, [837.0, 1434.0, 612.0, 36.0], shoonya_4s03OCNGYW1XPN, 5735743]
[paragraph, [837.0, 1470.0, 612.0, 36.0], shoonya_4s03OCNGYW1XPN, 5735743]
[paragraph, [837.0, 1506.0, 612.0, 36.0], shoonya_4s03OCNGYW1XPN, 5735743]
[paragraph, [837.0, 1542.0, 612.0, 36.0], shoonya_4s03OCNGYW1XPN, 5735743]
[author, [1115.0, 1598.0, 333.0, 36.0], shoonya_14sT0GY0IWVM80, 5735743]
[paragraph, [834.0, 1828.0, 616.0, 36.0], shoonya_6s1VLLLT3YDODH, 5735743]
[paragraph, [834.0, 1864.0, 616.0, 36.0], shoonya_6s1VLLLT3YDODH, 5735743]
[paragraph, [834.0, 1900.0, 616.0, 36.0], shoonya_6s1VLLLT3YDODH, 5735743]
