[2339, 1656]
[paragraph, [522.0, 197.0, 619.0, 36.0], -zHubFZyNI, 5752604]
[paragraph, [522.0, 233.0, 619.0, 36.0], -zHubFZyNI, 5752604]
[paragraph, [522.0, 269.0, 619.0, 36.0], -zHubFZyNI, 5752604]
[paragraph, [522.0, 305.0, 619.0, 36.0], -zHubFZyNI, 5752604]
[paragraph, [522.0, 341.0, 619.0, 36.0], -zHubFZyNI, 5752604]
[paragraph, [522.0, 377.0, 619.0, 36.0], -zHubFZyNI, 5752604]
[paragraph, [522.0, 413.0, 619.0, 36.0], -zHubFZyNI, 5752604]
[paragraph, [522.0, 449.0, 619.0, 36.0], -zHubFZyNI, 5752604]
[paragraph, [522.0, 485.0, 619.0, 36.0], -zHubFZyNI, 5752604]
[paragraph, [522.0, 521.0, 619.0, 36.0], -zHubFZyNI, 5752604]
[paragraph, [522.0, 557.0, 619.0, 36.0], -zHubFZyNI, 5752604]
[paragraph, [185.0, 626.0, 1280.0, 36.0], shoonya_1s06J9VRI7283Y, 5752604]
[paragraph, [185.0, 662.0, 1280.0, 36.0], shoonya_1s06J9VRI7283Y, 5752604]
[paragraph, [185.0, 698.0, 1280.0, 36.0], shoonya_1s06J9VRI7283Y, 5752604]
[paragraph, [185.0, 734.0, 1280.0, 36.0], shoonya_1s06J9VRI7283Y, 5752604]
[paragraph, [185.0, 770.0, 1280.0, 36.0], shoonya_1s06J9VRI7283Y, 5752604]
[paragraph, [185.0, 806.0, 1280.0, 36.0], shoonya_1s06J9VRI7283Y, 5752604]
[paragraph, [185.0, 842.0, 1280.0, 36.0], shoonya_1s06J9VRI7283Y, 5752604]
[paragraph, [185.0, 878.0, 1280.0, 36.0], shoonya_1s06J9VRI7283Y, 5752604]
[paragraph, [182.0, 966.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1002.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1038.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1074.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1110.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1146.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1182.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1218.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1254.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1290.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1326.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1362.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1398.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1434.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1470.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1506.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1542.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1578.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1614.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1650.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [182.0, 1686.0, 1290.0, 36.0], shoonya_0sOMU9QCUWA931, 5752604]
[paragraph, [184.0, 1783.0, 1297.0, 36.0], axp3ygZn6I, 5752604]
[paragraph, [184.0, 1819.0, 1297.0, 36.0], axp3ygZn6I, 5752604]
[paragraph, [184.0, 1855.0, 1297.0, 36.0], axp3ygZn6I, 5752604]
[paragraph, [184.0, 1891.0, 1297.0, 36.0], axp3ygZn6I, 5752604]
[paragraph, [184.0, 1927.0, 1297.0, 36.0], axp3ygZn6I, 5752604]
[paragraph, [184.0, 1963.0, 1297.0, 36.0], axp3ygZn6I, 5752604]
[folio, [273.0, 2237.0, 431.0, 36.0], D0ZSSkFW2W, 5752604]
[folio, [273.0, 2273.0, 431.0, 36.0], D0ZSSkFW2W, 5752604]
