[1650, 1275]
[section-title, [255.0, 130.0, 319.0, 49.5], shoonya_1sTASLY3G2CV8P, 6468678]
[paragraph, [127.0, 254.0, 528.0, 36.0], KZg_nNrIp_, 6468678]
[paragraph, [127.0, 290.0, 528.0, 36.0], KZg_nNrIp_, 6468678]
[paragraph, [127.0, 326.0, 528.0, 36.0], KZg_nNrIp_, 6468678]
[paragraph, [127.0, 362.0, 528.0, 36.0], KZg_nNrIp_, 6468678]
[paragraph, [127.0, 398.0, 528.0, 36.0], KZg_nNrIp_, 6468678]
[paragraph, [127.0, 434.0, 528.0, 36.0], KZg_nNrIp_, 6468678]
[paragraph, [124.0, 503.0, 975.0, 36.0], wdG4WRhUkd, 6468678]
[paragraph, [124.0, 539.0, 975.0, 36.0], wdG4WRhUkd, 6468678]
[paragraph, [124.0, 575.0, 975.0, 36.0], wdG4WRhUkd, 6468678]
[paragraph, [124.0, 611.0, 975.0, 36.0], wdG4WRhUkd, 6468678]
[paragraph, [124.0, 647.0, 975.0, 36.0], wdG4WRhUkd, 6468678]
[paragraph, [124.0, 683.0, 975.0, 36.0], wdG4WRhUkd, 6468678]
[paragraph, [124.0, 719.0, 975.0, 36.0], wdG4WRhUkd, 6468678]
[paragraph, [124.0, 755.0, 975.0, 36.0], wdG4WRhUkd, 6468678]
[paragraph, [124.0, 791.0, 975.0, 36.0], wdG4WRhUkd, 6468678]
[paragraph, [124.0, 827.0, 975.0, 36.0], wdG4WRhUkd, 6468678]
[paragraph, [124.0, 863.0, 975.0, 36.0], wdG4WRhUkd, 6468678]
[paragraph, [124.0, 899.0, 975.0, 36.0], wdG4WRhUkd, 6468678]
[paragraph, [119.0, 974.0, 909.0, 36.0], m91AY7oDM7, 6468678]
[paragraph, [119.0, 1010.0, 909.0, 36.0], m91AY7oDM7, 6468678]
[paragraph, [119.0, 1046.0, 909.0, 36.0], m91AY7oDM7, 6468678]
[paragraph, [119.0, 1082.0, 909.0, 36.0], m91AY7oDM7, 6468678]
[paragraph, [119.0, 1118.0, 909.0, 36.0], m91AY7oDM7, 6468678]
[paragraph, [119.0, 1154.0, 909.0, 36.0], m91AY7oDM7, 6468678]
[paragraph, [119.0, 1190.0, 909.0, 36.0], m91AY7oDM7, 6468678]
[paragraph, [119.0, 1226.0, 909.0, 36.0], m91AY7oDM7, 6468678]
[paragraph, [119.0, 1262.0, 909.0, 36.0], m91AY7oDM7, 6468678]
[paragraph, [119.0, 1298.0, 909.0, 36.0], m91AY7oDM7, 6468678]
[paragraph, [119.0, 1334.0, 909.0, 36.0], m91AY7oDM7, 6468678]
[paragraph, [125.0, 1395.0, 506.0, 36.0], aC3a8l7Mfi, 6468678]
[folio, [124.0, 1481.0, 216.0, 36.0], Beh0T8HQKC, 6468678]
