[2200, 1700]
[paragraph, [204.0, 141.0, 1157.0, 36.0], shoonya_9sHDUPA8JS4VD8, 5750303]
[paragraph, [204.0, 177.0, 1157.0, 36.0], shoonya_9sHDUPA8JS4VD8, 5750303]
[paragraph, [204.0, 213.0, 1157.0, 36.0], shoonya_9sHDUPA8JS4VD8, 5750303]
[paragraph, [204.0, 299.0, 1159.0, 36.0], shoonya_16sJTEPOIB5PVF, 5750303]
[paragraph, [204.0, 335.0, 1159.0, 36.0], shoonya_16sJTEPOIB5PVF, 5750303]
[paragraph, [204.0, 371.0, 1159.0, 36.0], shoonya_16sJTEPOIB5PVF, 5750303]
[paragraph, [204.0, 407.0, 1159.0, 36.0], shoonya_16sJTEPOIB5PVF, 5750303]
[paragraph, [204.0, 443.0, 1159.0, 36.0], shoonya_16sJTEPOIB5PVF, 5750303]
[paragraph, [204.0, 479.0, 1159.0, 36.0], shoonya_16sJTEPOIB5PVF, 5750303]
[paragraph, [204.0, 515.0, 1159.0, 36.0], shoonya_16sJTEPOIB5PVF, 5750303]
[second-level-question, [189.0, 730.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [189.0, 766.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [189.0, 802.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [189.0, 838.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [189.0, 874.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [189.0, 910.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [189.0, 946.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [189.0, 982.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [189.0, 1018.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [189.0, 1054.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [189.0, 1090.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [189.0, 1126.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [189.0, 1162.0, 1159.0, 36.0], shoonya_23s7REOTVCD4Y0, 5750303]
[second-level-question, [185.0, 1382.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1418.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1454.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1490.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1526.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1562.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1598.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1634.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1670.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1706.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1742.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1778.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1814.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1850.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1886.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1922.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
[second-level-question, [185.0, 1958.0, 1152.0, 36.0], shoonya_0sKTELBB7L7SJ5, 5750303]
