[2200, 1700]
[paragraph, [314.0, 75.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 111.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 147.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 183.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 219.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 255.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 291.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 327.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 363.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 399.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 435.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 471.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 507.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 543.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 579.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 615.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 651.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 687.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 723.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 759.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 795.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 831.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 867.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 903.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 939.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 975.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 1011.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 1047.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 1083.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 1119.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 1155.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 1191.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 1227.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [314.0, 1263.0, 1145.0, 36.0], shoonya_1s925CEWR9WU9T, 5730956]
[paragraph, [327.0, 1319.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1355.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1391.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1427.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1463.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1499.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1535.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1571.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1607.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1643.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1679.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1715.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1751.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1787.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1823.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1859.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[paragraph, [327.0, 1895.0, 1112.0, 36.0], shoonya_0sUBFCTTAZWY5A, 5730956]
[folio, [333.0, 2027.0, 356.0, 36.0], G9EXYqVqCa, 5730956]
