[1500, 1050]
[folio, [194.0, 75.0, 209.0, 36.0], TzpnjNmyY2, 5759683]
[paragraph, [171.0, 132.0, 717.0, 36.0], shoonya_0sNOX7KOTTLRT0, 5759683]
[paragraph, [171.0, 168.0, 717.0, 36.0], shoonya_0sNOX7KOTTLRT0, 5759683]
[paragraph, [171.0, 204.0, 717.0, 36.0], shoonya_0sNOX7KOTTLRT0, 5759683]
[paragraph, [171.0, 240.0, 717.0, 36.0], shoonya_0sNOX7KOTTLRT0, 5759683]
[paragraph, [171.0, 276.0, 717.0, 36.0], shoonya_0sNOX7KOTTLRT0, 5759683]
[paragraph, [171.0, 312.0, 717.0, 36.0], shoonya_0sNOX7KOTTLRT0, 5759683]
[paragraph, [171.0, 348.0, 717.0, 36.0], shoonya_0sNOX7KOTTLRT0, 5759683]
[paragraph, [171.0, 384.0, 717.0, 36.0], shoonya_0sNOX7KOTTLRT0, 5759683]
[paragraph, [170.0, 428.0, 717.0, 36.0], k3MEl14TQl, 5759683]
[paragraph, [170.0, 464.0, 717.0, 36.0], k3MEl14TQl, 5759683]
[paragraph, [170.0, 500.0, 717.0, 36.0], k3MEl14TQl, 5759683]
[paragraph, [173.0, 571.0, 716.0, 36.0], BC5csIcr0g, 5759683]
[paragraph, [173.0, 607.0, 716.0, 36.0], BC5csIcr0g, 5759683]
[paragraph, [173.0, 643.0, 716.0, 36.0], BC5csIcr0g, 5759683]
[paragraph, [172.0, 704.0, 717.0, 36.0], aiGpkBrAsd, 5759683]
[paragraph, [172.0, 740.0, 717.0, 36.0], aiGpkBrAsd, 5759683]
[paragraph, [172.0, 776.0, 717.0, 36.0], aiGpkBrAsd, 5759683]
[paragraph, [173.0, 814.0, 717.0, 36.0], juTV0dDH5-, 5759683]
[paragraph, [173.0, 850.0, 717.0, 36.0], juTV0dDH5-, 5759683]
[paragraph, [174.0, 919.0, 716.0, 36.0], cpKbY6jsdB, 5759683]
[paragraph, [174.0, 955.0, 716.0, 36.0], cpKbY6jsdB, 5759683]
[paragraph, [174.0, 991.0, 716.0, 36.0], cpKbY6jsdB, 5759683]
[paragraph, [177.0, 1030.0, 715.0, 36.0], sxBIJWbEBd, 5759683]
[paragraph, [177.0, 1066.0, 715.0, 36.0], sxBIJWbEBd, 5759683]
[paragraph, [177.0, 1102.0, 715.0, 36.0], sxBIJWbEBd, 5759683]
[paragraph, [177.0, 1138.0, 715.0, 36.0], sxBIJWbEBd, 5759683]
[paragraph, [177.0, 1174.0, 715.0, 36.0], sxBIJWbEBd, 5759683]
[paragraph, [177.0, 1210.0, 715.0, 36.0], sxBIJWbEBd, 5759683]
[paragraph, [178.0, 1261.0, 715.0, 36.0], shoonya_2s3TF0HRQQKQ85, 5759683]
[paragraph, [178.0, 1297.0, 715.0, 36.0], shoonya_2s3TF0HRQQKQ85, 5759683]
[paragraph, [178.0, 1333.0, 715.0, 36.0], shoonya_2s3TF0HRQQKQ85, 5759683]
[paragraph, [178.0, 1369.0, 715.0, 36.0], shoonya_2s3TF0HRQQKQ85, 5759683]
