[2174, 1461]
[folio, [137.0, 126.0, 184.0, 36.0], SwDP6DOXKJ, 5655182]
[paragraph, [121.0, 230.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [121.0, 266.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [121.0, 302.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [121.0, 338.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [121.0, 374.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [121.0, 410.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [121.0, 446.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [121.0, 482.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [121.0, 518.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [121.0, 554.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [121.0, 590.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [121.0, 626.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [121.0, 662.0, 1241.0, 36.0], shoonya_1sENX2GLCEXFJM, 5655182]
[paragraph, [109.0, 752.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 788.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 824.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 860.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 896.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 932.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 968.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 1004.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 1040.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 1076.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 1112.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 1148.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 1184.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 1220.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [109.0, 1256.0, 1236.0, 36.0], shoonya_0sWNNLJ7PLIWN0, 5655182]
[paragraph, [131.0, 1337.0, 1227.0, 36.0], shoonya_3sGMTKGSI5TDO4, 5655182]
[paragraph, [131.0, 1373.0, 1227.0, 36.0], shoonya_3sGMTKGSI5TDO4, 5655182]
[paragraph, [131.0, 1409.0, 1227.0, 36.0], shoonya_3sGMTKGSI5TDO4, 5655182]
[paragraph, [131.0, 1445.0, 1227.0, 36.0], shoonya_3sGMTKGSI5TDO4, 5655182]
[paragraph, [131.0, 1481.0, 1227.0, 36.0], shoonya_3sGMTKGSI5TDO4, 5655182]
[paragraph, [131.0, 1517.0, 1227.0, 36.0], shoonya_3sGMTKGSI5TDO4, 5655182]
[paragraph, [131.0, 1553.0, 1227.0, 36.0], shoonya_3sGMTKGSI5TDO4, 5655182]
[paragraph, [131.0, 1589.0, 1227.0, 36.0], shoonya_3sGMTKGSI5TDO4, 5655182]
[paragraph, [209.0, 1678.0, 456.0, 36.0], wxx2g4gZdU, 5655182]
[paragraph, [209.0, 1714.0, 456.0, 36.0], wxx2g4gZdU, 5655182]
[paragraph, [207.0, 1765.0, 684.0, 36.0], 7QfmOj4NVV, 5655182]
[paragraph, [207.0, 1801.0, 684.0, 36.0], 7QfmOj4NVV, 5655182]
[paragraph, [207.0, 1837.0, 684.0, 36.0], 7QfmOj4NVV, 5655182]
[paragraph, [207.0, 1873.0, 684.0, 36.0], 7QfmOj4NVV, 5655182]
[reference, [149.0, 1963.0, 956.0, 36.0], shoonya_2s3PWETW06RBBA, 5655182]
[reference, [149.0, 1999.0, 956.0, 36.0], shoonya_2s3PWETW06RBBA, 5655182]
