[872, 605]
[section-title, [266.0, 32.0, 86.0, 30.0], shoonya_0s9PT5VW002ZD4, 6457075]
[folio, [44.0, 33.0, 81.0, 18.0], HZTpnaH3zm, 6457075]
[paragraph, [42.0, 75.0, 259.0, 18.0], El4YWwecpY, 6457075]
[paragraph, [42.0, 93.0, 259.0, 18.0], El4YWwecpY, 6457075]
[paragraph, [304.0, 77.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 95.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 113.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 131.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 149.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 167.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 185.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 203.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 221.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 239.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 257.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 275.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 293.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 311.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [304.0, 329.0, 265.0, 18.0], 7bpzxFaGTd, 6457075]
[paragraph, [42.0, 113.0, 259.0, 18.0], qXhwkCE5u_, 6457075]
[paragraph, [42.0, 131.0, 259.0, 18.0], qXhwkCE5u_, 6457075]
[paragraph, [42.0, 149.0, 259.0, 18.0], qXhwkCE5u_, 6457075]
[paragraph, [42.0, 167.0, 259.0, 18.0], qXhwkCE5u_, 6457075]
[paragraph, [42.0, 185.0, 259.0, 18.0], qXhwkCE5u_, 6457075]
[paragraph, [42.0, 203.0, 259.0, 18.0], qXhwkCE5u_, 6457075]
[paragraph, [42.0, 221.0, 259.0, 18.0], qXhwkCE5u_, 6457075]
[paragraph, [38.0, 274.0, 246.0, 18.0], vXleOZf8z0, 6457075]
[paragraph, [38.0, 292.0, 246.0, 18.0], vXleOZf8z0, 6457075]
[paragraph, [39.0, 311.0, 248.0, 18.0], hAWDEJqv1B, 6457075]
[paragraph, [40.0, 345.0, 240.0, 18.0], XQ3WQ26P1m, 6457075]
[paragraph, [40.0, 363.0, 240.0, 18.0], XQ3WQ26P1m, 6457075]
[paragraph, [304.0, 354.0, 259.0, 18.0], hl5b9lx9L1, 6457075]
[paragraph, [304.0, 372.0, 259.0, 18.0], hl5b9lx9L1, 6457075]
[paragraph, [39.0, 382.0, 262.0, 18.0], qovKVoZY5f, 6457075]
[paragraph, [304.0, 396.0, 255.0, 18.0], shoonya_2sV8X1LKKUU3W5, 6457075]
[paragraph, [304.0, 414.0, 255.0, 18.0], shoonya_2sV8X1LKKUU3W5, 6457075]
[paragraph, [304.0, 432.0, 255.0, 18.0], shoonya_2sV8X1LKKUU3W5, 6457075]
[paragraph, [304.0, 450.0, 255.0, 18.0], shoonya_2sV8X1LKKUU3W5, 6457075]
[paragraph, [37.0, 419.0, 259.0, 18.0], OI2eNsYCaW, 6457075]
[paragraph, [37.0, 437.0, 259.0, 18.0], OI2eNsYCaW, 6457075]
[paragraph, [39.0, 457.0, 254.0, 18.0], A1s3dRxOQA, 6457075]
[paragraph, [304.0, 473.0, 256.0, 18.0], qOEwvZAyny, 6457075]
[paragraph, [304.0, 491.0, 256.0, 18.0], qOEwvZAyny, 6457075]
[paragraph, [32.0, 491.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [32.0, 509.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [32.0, 527.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [32.0, 545.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [32.0, 563.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [32.0, 581.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [32.0, 599.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
