[2339, 1656]
[paragraph, [184.0, 186.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 222.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 258.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 294.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 330.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 366.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 402.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 438.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 474.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 510.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 546.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 582.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 618.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 654.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 690.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 726.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 762.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 798.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 834.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 870.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 906.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 942.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 978.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1014.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1050.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1086.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1122.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1158.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1194.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1230.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1266.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1302.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1338.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1374.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1410.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1446.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1482.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1518.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1554.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1590.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [184.0, 1626.0, 1295.0, 36.0], shoonya_0sBLET326LE4PP, 5730916]
[paragraph, [187.0, 1717.0, 1278.0, 36.0], shoonya_1sDMEW1FWDH2I2, 5730916]
[paragraph, [187.0, 1753.0, 1278.0, 36.0], shoonya_1sDMEW1FWDH2I2, 5730916]
[paragraph, [187.0, 1789.0, 1278.0, 36.0], shoonya_1sDMEW1FWDH2I2, 5730916]
[paragraph, [187.0, 1825.0, 1278.0, 36.0], shoonya_1sDMEW1FWDH2I2, 5730916]
[paragraph, [187.0, 1861.0, 1278.0, 36.0], shoonya_1sDMEW1FWDH2I2, 5730916]
[paragraph, [187.0, 1897.0, 1278.0, 36.0], shoonya_1sDMEW1FWDH2I2, 5730916]
[paragraph, [187.0, 1933.0, 1278.0, 36.0], shoonya_1sDMEW1FWDH2I2, 5730916]
[paragraph, [187.0, 1969.0, 1278.0, 36.0], shoonya_1sDMEW1FWDH2I2, 5730916]
[paragraph, [187.0, 2005.0, 1278.0, 36.0], shoonya_1sDMEW1FWDH2I2, 5730916]
[paragraph, [187.0, 2041.0, 1278.0, 36.0], shoonya_1sDMEW1FWDH2I2, 5730916]
