[864, 612]
[section-title, [247.0, 71.0, 114.0, 30.0], M61FEsw3xC, 5717605]
[ordered-list, [66.0, 156.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 174.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 192.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 210.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 228.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 246.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 264.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 282.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 300.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 318.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 336.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 354.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 372.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 390.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 408.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 426.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 444.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 462.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 480.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 498.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 516.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 534.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 552.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 570.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 588.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 606.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 624.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 642.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 660.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 678.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 696.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
[ordered-list, [66.0, 714.0, 482.0, 18.0], shoonya_0sJRYS8GYOQGLZ, 5717605]
